period_month,chokepoint_id,outgoing_cp_flow,incoming_cp_flow,chokepoint_throughput,flow_imbalance
2022-05-01,CP011,3546067,3546067,3546067.0,0
2022-05-01,CP013,499812,499812,499812.0,0
2022-05-01,CP014,489600,489600,489600.0,0
2022-05-01,CP015,1979611,1979611,1979611.0,0
2022-05-01,CP016,1494697,1494697,1494697.0,0
2022-05-01,CP017,288262,288262,288262.0,0
2022-05-01,CP018,167000,167000,167000.0,0
2022-05-01,CP019,472600,472600,472600.0,0
2022-05-01,CP020,1507296,1507296,1507296.0,0
2022-05-01,CP022,2001306,2001306,2001306.0,0
2022-06-01,CP001,3328768,3328768,3328768.0,0
2022-06-01,CP002,1898172,1898172,1898172.0,0
2022-06-01,CP004,3328768,3328768,3328768.0,0
2022-06-01,CP005,4708718,4708718,4708718.0,0
2022-06-01,CP006,8496896,8496896,8496896.0,0
2022-06-01,CP007,609300,609300,609300.0,0
2022-06-01,CP008,4081328,4081328,4081328.0,0
2022-06-01,CP009,2909544,2909544,2909544.0,0
2022-06-01,CP010,711608,711608,711608.0,0
2022-06-01,CP011,3860284,3860284,3860284.0,0
2022-06-01,CP013,696000,696000,696000.0,0
2022-06-01,CP014,905640,905640,905640.0,0
2022-06-01,CP015,1307110,1307110,1307110.0,0
2022-06-01,CP016,1491531,1491531,1491531.0,0
2022-06-01,CP017,281059,281059,281059.0,0
2022-06-01,CP019,468300,468300,468300.0,0
2022-06-01,CP020,970048,970048,970048.0,0
2022-06-01,CP022,1898172,1898172,1898172.0,0
2022-07-01,CP001,5350661,5350661,5350661.0,0
2022-07-01,CP002,2066963,2066963,2066963.0,0
2022-07-01,CP004,5350661,5350661,5350661.0,0
2022-07-01,CP005,4625309,4625309,4625309.0,0
2022-07-01,CP006,10177460,10177460,10177460.0,0
2022-07-01,CP007,458900,458900,458900.0,0
2022-07-01,CP008,7419796,7419796,7419796.0,0
2022-07-01,CP009,4819706,4819706,4819706.0,0
2022-07-01,CP010,712823,712823,712823.0,0
2022-07-01,CP011,3604229,3604229,3604229.0,0
2022-07-01,CP013,673812,673812,673812.0,0
2022-07-01,CP014,1563462,1563462,1563462.0,0
2022-07-01,CP015,674551,674551,674551.0,0
2022-07-01,CP016,1740102,1740102,1740102.0,0
2022-07-01,CP017,281059,281059,281059.0,0
2022-07-01,CP018,334000,334000,334000.0,0
2022-07-01,CP019,286900,286900,286900.0,0
2022-07-01,CP020,674551,674551,674551.0,0
2022-07-01,CP022,1722963,1722963,1722963.0,0
2022-08-01,CP001,3336979,3336979,3336979.0,0
2022-08-01,CP002,1893958,1893958,1893958.0,0
2022-08-01,CP004,3336979,3336979,3336979.0,0
2022-08-01,CP005,4715130,4715130,4715130.0,0
2022-08-01,CP006,8802435,8802435,8802435.0,0
2022-08-01,CP007,457226,457226,457226.0,0
2022-08-01,CP008,5365349,5365349,5365349.0,0
2022-08-01,CP009,3685724,3685724,3685724.0,0
2022-08-01,CP010,913936,913936,913936.0,0
2022-08-01,CP011,3237862,3237862,3237862.0,0
2022-08-01,CP013,1049000,1049000,1049000.0,0
2022-08-01,CP014,875008,875008,875008.0,0
2022-08-01,CP015,2013655,2013655,2013655.0,0
2022-08-01,CP016,2475112,2475112,2475112.0,0
2022-08-01,CP017,475100,475100,475100.0,0
2022-08-01,CP020,1660255,1660255,1660255.0,0
2022-08-01,CP021,339158,339158,339158.0,0
2022-08-01,CP022,1879958,1879958,1879958.0,0
2022-09-01,CP001,3436223,3436223,3436223.0,0
2022-09-01,CP002,1680584,1680584,1680584.0,0
2022-09-01,CP004,3436223,3436223,3436223.0,0
2022-09-01,CP005,3666683,3666683,3666683.0,0
2022-09-01,CP006,6187443,6187443,6187443.0,0
2022-09-01,CP007,465840,465840,465840.0,0
2022-09-01,CP008,4326060,4326060,4326060.0,0
2022-09-01,CP009,5770775,5770775,5770775.0,0
2022-09-01,CP010,1115359,1115359,1115359.0,0
2022-09-01,CP011,4245376,4245376,4245376.0,0
2022-09-01,CP012,160000,160000,160000.0,0
2022-09-01,CP013,1006812,1006812,1006812.0,0
2022-09-01,CP014,270000,270000,270000.0,0
2022-09-01,CP015,2315263,2315263,2315263.0,0
2022-09-01,CP016,1409287,1409287,1409287.0,0
2022-09-01,CP017,1119754,1119754,1119754.0,0
2022-09-01,CP018,167000,167000,167000.0,0
2022-09-01,CP019,174000,174000,174000.0,0
2022-09-01,CP020,2148263,2148263,2148263.0,0
2022-09-01,CP022,1365584,1365584,1365584.0,0
2022-10-01,CP001,4614124,4614124,4614124.0,0
2022-10-01,CP002,2215991,2215991,2215991.0,0
2022-10-01,CP004,4614124,4614124,4614124.0,0
2022-10-01,CP005,5203241,5203241,5203241.0,0
2022-10-01,CP006,8338262,8338262,8338262.0,0
2022-10-01,CP007,907852,907852,907852.0,0
2022-10-01,CP008,5226343,5226343,5226343.0,0
2022-10-01,CP009,5445223,5445223,5445223.0,0
2022-10-01,CP010,558969,558969,558969.0,0
2022-10-01,CP011,4707741,4707741,4707741.0,0
2022-10-01,CP013,1483991,1483991,1483991.0,0
2022-10-01,CP014,1195052,1195052,1195052.0,0
2022-10-01,CP015,815700,815700,815700.0,0
2022-10-01,CP016,1723115,1723115,1723115.0,0
2022-10-01,CP017,892372,892372,892372.0,0
2022-10-01,CP018,167000,167000,167000.0,0
2022-10-01,CP019,737852,737852,737852.0,0
2022-10-01,CP020,815700,815700,815700.0,0
2022-10-01,CP021,160000,160000,160000.0,0
2022-10-01,CP022,2215991,2215991,2215991.0,0
2022-11-01,CP001,3087361,3087361,3087361.0,0
2022-11-01,CP002,1200434,1200434,1200434.0,0
2022-11-01,CP004,3087361,3087361,3087361.0,0
2022-11-01,CP005,5267726,5267726,5267726.0,0
2022-11-01,CP006,8685582,8685582,8685582.0,0
2022-11-01,CP007,752248,752248,752248.0,0
2022-11-01,CP008,5398553,5398553,5398553.0,0
2022-11-01,CP009,5930900,5930900,5930900.0,0
2022-11-01,CP010,908740,908740,908740.0,0
2022-11-01,CP011,3632766,3632766,3632766.0,0
2022-11-01,CP013,666717,666717,666717.0,0
2022-11-01,CP014,932500,932500,932500.0,0
2022-11-01,CP015,1017000,1017000,1017000.0,0
2022-11-01,CP016,1844266,1844266,1844266.0,0
2022-11-01,CP017,889798,889798,889798.0,0
2022-11-01,CP018,167000,167000,167000.0,0
2022-11-01,CP019,752248,752248,752248.0,0
2022-11-01,CP020,1017000,1017000,1017000.0,0
2022-11-01,CP022,1028434,1028434,1028434.0,0
2022-11-01,CP024,172000,172000,172000.0,0
2022-12-01,CP001,1987777,1987777,1987777.0,0
2022-12-01,CP002,1659974,1659974,1659974.0,0
2022-12-01,CP004,1987777,1987777,1987777.0,0
2022-12-01,CP005,5427741,5427741,5427741.0,0
2022-12-01,CP006,6890994,6890994,6890994.0,0
2022-12-01,CP007,294252,294252,294252.0,0
2022-12-01,CP008,4020662,4020662,4020662.0,0
2022-12-01,CP009,5424721,5424721,5424721.0,0
2022-12-01,CP010,1159739,1159739,1159739.0,0
2022-12-01,CP011,6523323,6523323,6523323.0,0
2022-12-01,CP013,652212,652212,652212.0,0
2022-12-01,CP014,383100,383100,383100.0,0
2022-12-01,CP015,2164048,2164048,2164048.0,0
2022-12-01,CP016,1163523,1163523,1163523.0,0
2022-12-01,CP017,2359815,2359815,2359815.0,0
2022-12-01,CP019,145952,145952,145952.0,0
2022-12-01,CP020,2164048,2164048,2164048.0,0
2022-12-01,CP022,1492912,1492912,1492912.0,0
2023-01-01,CP001,2850868,2850868,2850868.0,0
2023-01-01,CP002,1709717,1709717,1709717.0,0
2023-01-01,CP004,2850868,2850868,2850868.0,0
2023-01-01,CP005,5948779,5948779,5948779.0,0
2023-01-01,CP006,9632251,9632251,9632251.0,0
2023-01-01,CP007,615290,615290,615290.0,0
2023-01-01,CP008,3800884,3800884,3800884.0,0
2023-01-01,CP009,5052210,5052210,5052210.0,0
2023-01-01,CP010,1067864,1067864,1067864.0,0
2023-01-01,CP011,5856469,5856469,5856469.0,0
2023-01-01,CP013,694717,694717,694717.0,0
2023-01-01,CP014,426000,426000,426000.0,0
2023-01-01,CP015,1111648,1111648,1111648.0,0
2023-01-01,CP016,1402355,1402355,1402355.0,0
2023-01-01,CP017,1304181,1304181,1304181.0,0
2023-01-01,CP018,167000,167000,167000.0,0
2023-01-01,CP019,465690,465690,465690.0,0
2023-01-01,CP020,1111648,1111648,1111648.0,0
2023-01-01,CP022,1535717,1535717,1535717.0,0
2023-02-01,CP001,2632640,2632640,2632640.0,0
2023-02-01,CP002,1029520,1029520,1029520.0,0
2023-02-01,CP004,2632640,2632640,2632640.0,0
2023-02-01,CP005,5201945,5201945,5201945.0,0
2023-02-01,CP006,8349747,8349747,8349747.0,0
2023-02-01,CP007,605900,605900,605900.0,0
2023-02-01,CP008,4374423,4374423,4374423.0,0
2023-02-01,CP009,5162966,5162966,5162966.0,0
2023-02-01,CP010,878159,878159,878159.0,0
2023-02-01,CP011,4005550,4005550,4005550.0,0
2023-02-01,CP013,522000,522000,522000.0,0
2023-02-01,CP014,527600,527600,527600.0,0
2023-02-01,CP015,1294162,1294162,1294162.0,0
2023-02-01,CP016,2108465,2108465,2108465.0,0
2023-02-01,CP017,470920,470920,470920.0,0
2023-02-01,CP018,167000,167000,167000.0,0
2023-02-01,CP019,308000,308000,308000.0,0
2023-02-01,CP020,1294162,1294162,1294162.0,0
2023-02-01,CP022,867000,867000,867000.0,0
2023-03-01,CP001,4868639,4868639,4868639.0,0
2023-03-01,CP002,1826838,1826838,1826838.0,0
2023-03-01,CP004,4694639,4694639,4694639.0,0
2023-03-01,CP005,6497179,6497179,6497179.0,0
2023-03-01,CP006,9818734,9818734,9818734.0,0
2023-03-01,CP007,917814,917814,917814.0,0
2023-03-01,CP008,5216473,5216473,5216473.0,0
2023-03-01,CP009,6597036,6597036,6597036.0,0
2023-03-01,CP010,1082277,1082277,1082277.0,0
2023-03-01,CP011,3888022,3888022,3888022.0,0
2023-03-01,CP013,488680,488680,488680.0,0
2023-03-01,CP014,313000,313000,313000.0,0
2023-03-01,CP015,1643682,1643682,1643682.0,0
2023-03-01,CP016,1832469,1832469,1832469.0,0
2023-03-01,CP017,1131420,1131420,1131420.0,0
2023-03-01,CP019,315914,315914,315914.0,0
2023-03-01,CP020,805182,805182,805182.0,0
2023-03-01,CP022,1344680,1344680,1344680.0,0
2023-03-01,CP024,684000,684000,684000.0,0
2023-04-01,CP001,3795638,3795638,3795638.0,0
2023-04-01,CP002,1694858,1694858,1694858.0,0
2023-04-01,CP004,3795638,3795638,3795638.0,0
2023-04-01,CP005,4818336,4818336,4818336.0,0
2023-04-01,CP006,9602009,9602009,9602009.0,0
2023-04-01,CP007,890867,890867,890867.0,0
2023-04-01,CP008,4495511,4495511,4495511.0,0
2023-04-01,CP009,6651710,6651710,6651710.0,0
2023-04-01,CP010,1497761,1497761,1497761.0,0
2023-04-01,CP011,4358306,4358306,4358306.0,0
2023-04-01,CP013,885000,885000,885000.0,0
2023-04-01,CP015,1959220,1959220,1959220.0,0
2023-04-01,CP016,2039644,2039644,2039644.0,0
2023-04-01,CP017,1045292,1045292,1045292.0,0
2023-04-01,CP019,298158,298158,298158.0,0
2023-04-01,CP020,1751493,1751493,1751493.0,0
2023-04-01,CP022,1185700,1185700,1185700.0,0
2023-04-01,CP023,173400,173400,173400.0,0
2023-05-01,CP001,5282934,5282934,5282934.0,0
2023-05-01,CP002,1734172,1734172,1734172.0,0
2023-05-01,CP004,5282934,5282934,5282934.0,0
2023-05-01,CP005,4966130,4966130,4966130.0,0
2023-05-01,CP006,9605668,9605668,9605668.0,0
2023-05-01,CP007,920474,920474,920474.0,0
2023-05-01,CP008,5630590,5630590,5630590.0,0
2023-05-01,CP009,6415938,6415938,6415938.0,0
2023-05-01,CP010,1458164,1458164,1458164.0,0
2023-05-01,CP011,3613472,3613472,3613472.0,0
2023-05-01,CP013,521400,521400,521400.0,0
2023-05-01,CP014,507000,507000,507000.0,0
2023-05-01,CP015,954194,954194,954194.0,0
2023-05-01,CP016,1315951,1315951,1315951.0,0
2023-05-01,CP017,1085830,1085830,1085830.0,0
2023-05-01,CP019,629874,629874,629874.0,0
2023-05-01,CP020,954194,954194,954194.0,0
2023-05-01,CP022,1556590,1556590,1556590.0,0
2023-05-01,CP024,167062,167062,167062.0,0
2023-06-01,CP001,5079473,5079473,5079473.0,0
2023-06-01,CP002,2050402,2050402,2050402.0,0
2023-06-01,CP004,4909273,4909273,4909273.0,0
2023-06-01,CP005,4845580,4845580,4845580.0,0
2023-06-01,CP006,8875461,8875461,8875461.0,0
2023-06-01,CP007,1020400,1020400,1020400.0,0
2023-06-01,CP008,4697779,4697779,4697779.0,0
2023-06-01,CP009,6377432,6377432,6377432.0,0
2023-06-01,CP010,2043428,2043428,2043428.0,0
2023-06-01,CP011,4957810,4957810,4957810.0,0
2023-06-01,CP013,352000,352000,352000.0,0
2023-06-01,CP014,173400,173400,173400.0,0
2023-06-01,CP015,2428170,2428170,2428170.0,0
2023-06-01,CP016,1184542,1184542,1184542.0,0
2023-06-01,CP017,1588530,1588530,1588530.0,0
2023-06-01,CP019,680400,680400,680400.0,0
2023-06-01,CP020,1946688,1946688,1946688.0,0
2023-06-01,CP022,1866209,1866209,1866209.0,0
2023-07-01,CP001,4932014,4932014,4932014.0,0
2023-07-01,CP002,2878560,2878560,2878560.0,0
2023-07-01,CP004,4932014,4932014,4932014.0,0
2023-07-01,CP005,5870880,5870880,5870880.0,0
2023-07-01,CP006,8266137,8266137,8266137.0,0
2023-07-01,CP007,898492,898492,898492.0,0
2023-07-01,CP008,5207076,5207076,5207076.0,0
2023-07-01,CP009,4753731,4753731,4753731.0,0
2023-07-01,CP010,1017057,1017057,1017057.0,0
2023-07-01,CP011,4958030,4958030,4958030.0,0
2023-07-01,CP013,967152,967152,967152.0,0
2023-07-01,CP014,445128,445128,445128.0,0
2023-07-01,CP015,1654436,1654436,1654436.0,0
2023-07-01,CP016,1509521,1509521,1509521.0,0
2023-07-01,CP017,991000,991000,991000.0,0
2023-07-01,CP020,1321162,1321162,1321162.0,0
2023-07-01,CP021,170000,170000,170000.0,0
2023-07-01,CP022,2714560,2714560,2714560.0,0
2023-07-01,CP023,164000,164000,164000.0,0
2023-07-01,CP024,174000,174000,174000.0,0
2023-08-01,CP001,2344552,2344552,2344552.0,0
2023-08-01,CP002,2742486,2742486,2742486.0,0
2023-08-01,CP004,2344552,2344552,2344552.0,0
2023-08-01,CP005,5805128,5805128,5805128.0,0
2023-08-01,CP006,7744693,7744693,7744693.0,0
2023-08-01,CP007,294226,294226,294226.0,0
2023-08-01,CP008,2820078,2820078,2820078.0,0
2023-08-01,CP009,4867012,4867012,4867012.0,0
2023-08-01,CP010,1569905,1569905,1569905.0,0
2023-08-01,CP011,4051264,4051264,4051264.0,0
2023-08-01,CP013,1224000,1224000,1224000.0,0
2023-08-01,CP014,1065192,1065192,1065192.0,0
2023-08-01,CP015,1475950,1475950,1475950.0,0
2023-08-01,CP016,1135169,1135169,1135169.0,0
2023-08-01,CP017,794138,794138,794138.0,0
2023-08-01,CP020,966950,966950,966950.0,0
2023-08-01,CP021,170000,170000,170000.0,0
2023-08-01,CP022,2408813,2408813,2408813.0,0
2023-08-01,CP023,173673,173673,173673.0,0
2023-09-01,CP001,3026323,3026323,3026323.0,0
2023-09-01,CP002,1793456,1793456,1793456.0,0
2023-09-01,CP004,3026323,3026323,3026323.0,0
2023-09-01,CP005,5659753,5659753,5659753.0,0
2023-09-01,CP006,8278378,8278378,8278378.0,0
2023-09-01,CP007,609214,609214,609214.0,0
2023-09-01,CP008,5291801,5291801,5291801.0,0
2023-09-01,CP009,5202432,5202432,5202432.0,0
2023-09-01,CP010,1485025,1485025,1485025.0,0
2023-09-01,CP011,3532164,3532164,3532164.0,0
2023-09-01,CP013,1113566,1113566,1113566.0,0
2023-09-01,CP014,795090,795090,795090.0,0
2023-09-01,CP015,1132628,1132628,1132628.0,0
2023-09-01,CP016,1451727,1451727,1451727.0,0
2023-09-01,CP017,909820,909820,909820.0,0
2023-09-01,CP018,167000,167000,167000.0,0
2023-09-01,CP019,289300,289300,289300.0,0
2023-09-01,CP020,926901,926901,926901.0,0
2023-09-01,CP022,1477936,1477936,1477936.0,0
2023-09-01,CP024,330520,330520,330520.0,0
2023-10-01,CP001,3390914,3390914,3390914.0,0
2023-10-01,CP002,2733535,2733535,2733535.0,0
2023-10-01,CP004,3390914,3390914,3390914.0,0
2023-10-01,CP005,5654994,5654994,5654994.0,0
2023-10-01,CP006,7412851,7412851,7412851.0,0
2023-10-01,CP007,1426200,1426200,1426200.0,0
2023-10-01,CP008,5437352,5437352,5437352.0,0
2023-10-01,CP009,5789845,5789845,5789845.0,0
2023-10-01,CP010,629740,629740,629740.0,0
2023-10-01,CP011,5565803,5565803,5565803.0,0
2023-10-01,CP013,1376673,1376673,1376673.0,0
2023-10-01,CP014,951662,951662,951662.0,0
2023-10-01,CP015,2286612,2286612,2286612.0,0
2023-10-01,CP016,1545521,1545521,1545521.0,0
2023-10-01,CP017,2203962,2203962,2203962.0,0
2023-10-01,CP019,1106200,1106200,1106200.0,0
2023-10-01,CP020,2098403,2098403,2098403.0,0
2023-10-01,CP022,2228800,2228800,2228800.0,0
2023-11-01,CP001,3936075,3936075,3936075.0,0
2023-11-01,CP002,2541549,2541549,2541549.0,0
2023-11-01,CP004,3936075,3936075,3936075.0,0
2023-11-01,CP005,5865995,5865995,5865995.0,0
2023-11-01,CP006,8937344,8937344,8937344.0,0
2023-11-01,CP007,632800,632800,632800.0,0
2023-11-01,CP008,3152525,3152525,3152525.0,0
2023-11-01,CP009,6002122,6002122,6002122.0,0
2023-11-01,CP010,923639,923639,923639.0,0
2023-11-01,CP011,4675584,4675584,4675584.0,0
2023-11-01,CP013,1012000,1012000,1012000.0,0
2023-11-01,CP014,294800,294800,294800.0,0
2023-11-01,CP015,1639558,1639558,1639558.0,0
2023-11-01,CP016,1620247,1620247,1620247.0,0
2023-11-01,CP017,2027351,2027351,2027351.0,0
2023-11-01,CP019,159800,159800,159800.0,0
2023-11-01,CP020,1486431,1486431,1486431.0,0
2023-11-01,CP022,2365501,2365501,2365501.0,0
2023-11-01,CP023,174000,174000,174000.0,0
2023-11-01,CP024,330520,330520,330520.0,0
2023-12-01,CP001,3676939,3676939,3676939.0,0
2023-12-01,CP002,2562012,2562012,2562012.0,0
2023-12-01,CP004,3676939,3676939,3676939.0,0
2023-12-01,CP005,6586657,6586657,6586657.0,0
2023-12-01,CP006,9179144,9179144,9179144.0,0
2023-12-01,CP007,914667,914667,914667.0,0
2023-12-01,CP008,5155345,5155345,5155345.0,0
2023-12-01,CP009,7249775,7249775,7249775.0,0
2023-12-01,CP010,1153600,1153600,1153600.0,0
2023-12-01,CP011,6247998,6247998,6247998.0,0
2023-12-01,CP013,1796312,1796312,1796312.0,0
2023-12-01,CP014,556760,556760,556760.0,0
2023-12-01,CP015,2625974,2625974,2625974.0,0
2023-12-01,CP016,1493169,1493169,1493169.0,0
2023-12-01,CP017,2030470,2030470,2030470.0,0
2023-12-01,CP019,620415,620415,620415.0,0
2023-12-01,CP020,2125973,2125973,2125973.0,0
2023-12-01,CP022,2563012,2563012,2563012.0,0
2023-12-01,CP023,174000,174000,174000.0,0
2024-01-01,CP001,2369799,2369799,2369799.0,0
2024-01-01,CP002,2056846,2056846,2056846.0,0
2024-01-01,CP004,2369799,2369799,2369799.0,0
2024-01-01,CP005,6061076,6061076,6061076.0,0
2024-01-01,CP006,9267741,9267741,9267741.0,0
2024-01-01,CP007,1627886,1627886,1627886.0,0
2024-01-01,CP008,4980959,4980959,4980959.0,0
2024-01-01,CP009,5469802,5469802,5469802.0,0
2024-01-01,CP010,1631524,1631524,1631524.0,0
2024-01-01,CP011,4827233,4827233,4827233.0,0
2024-01-01,CP013,532000,532000,532000.0,0
2024-01-01,CP014,554220,554220,554220.0,0
2024-01-01,CP015,1805700,1805700,1805700.0,0
2024-01-01,CP016,1213069,1213069,1213069.0,0
2024-01-01,CP017,2225533,2225533,2225533.0,0
2024-01-01,CP018,302490,302490,302490.0,0
2024-01-01,CP019,720814,720814,720814.0,0
2024-01-01,CP020,1595973,1595973,1595973.0,0
2024-01-01,CP022,2420289,2420289,2420289.0,0
2024-01-01,CP024,336000,336000,336000.0,0
2024-02-01,CP001,2155388,2155388,2155388.0,0
2024-02-01,CP002,1336700,1336700,1336700.0,0
2024-02-01,CP004,2155388,2155388,2155388.0,0
2024-02-01,CP005,4940973,4940973,4940973.0,0
2024-02-01,CP006,7170884,7170884,7170884.0,0
2024-02-01,CP007,1595678,1595678,1595678.0,0
2024-02-01,CP008,4671938,4671938,4671938.0,0
2024-02-01,CP009,5517231,5517231,5517231.0,0
2024-02-01,CP010,1528677,1528677,1528677.0,0
2024-02-01,CP011,3823205,3823205,3823205.0,0
2024-02-01,CP013,309000,309000,309000.0,0
2024-02-01,CP014,384100,384100,384100.0,0
2024-02-01,CP015,1471315,1471315,1471315.0,0
2024-02-01,CP016,1141973,1141973,1141973.0,0
2024-02-01,CP017,1007550,1007550,1007550.0,0
2024-02-01,CP019,644834,644834,644834.0,0
2024-02-01,CP020,1123315,1123315,1123315.0,0
2024-02-01,CP022,1683100,1683100,1683100.0,0
2024-03-01,CP001,2824173,2824173,2824173.0,0
2024-03-01,CP002,3108769,3108769,3108769.0,0
2024-03-01,CP004,2824173,2824173,2824173.0,0
2024-03-01,CP005,4495233,4495233,4495233.0,0
2024-03-01,CP006,8067823,8067823,8067823.0,0
2024-03-01,CP007,988973,988973,988973.0,0
2024-03-01,CP008,4573001,4573001,4573001.0,0
2024-03-01,CP009,5346328,5346328,5346328.0,0
2024-03-01,CP010,1318016,1318016,1318016.0,0
2024-03-01,CP011,5663509,5663509,5663509.0,0
2024-03-01,CP013,1042117,1042117,1042117.0,0
2024-03-01,CP014,804100,804100,804100.0,0
2024-03-01,CP015,1698000,1698000,1698000.0,0
2024-03-01,CP016,1513717,1513717,1513717.0,0
2024-03-01,CP017,1682188,1682188,1682188.0,0
2024-03-01,CP018,167000,167000,167000.0,0
2024-03-01,CP019,839373,839373,839373.0,0
2024-03-01,CP020,1178000,1178000,1178000.0,0
2024-03-01,CP022,3115707,3115707,3115707.0,0
2024-04-01,CP001,2646927,2646927,2646927.0,0
2024-04-01,CP002,1880958,1880958,1880958.0,0
2024-04-01,CP004,2646927,2646927,2646927.0,0
2024-04-01,CP005,4525700,4525700,4525700.0,0
2024-04-01,CP006,8782841,8782841,8782841.0,0
2024-04-01,CP007,1439734,1439734,1439734.0,0
2024-04-01,CP008,4412415,4412415,4412415.0,0
2024-04-01,CP009,6210208,6210208,6210208.0,0
2024-04-01,CP010,2189064,2189064,2189064.0,0
2024-04-01,CP011,5329700,5329700,5329700.0,0
2024-04-01,CP013,348000,348000,348000.0,0
2024-04-01,CP014,216200,216200,216200.0,0
2024-04-01,CP015,1975700,1975700,1975700.0,0
2024-04-01,CP016,982948,982948,982948.0,0
2024-04-01,CP017,1201187,1201187,1201187.0,0
2024-04-01,CP019,649952,649952,649952.0,0
2024-04-01,CP020,1482000,1482000,1482000.0,0
2024-04-01,CP022,1540958,1540958,1540958.0,0
2024-04-01,CP024,501000,501000,501000.0,0
2024-05-01,CP001,3207453,3207453,3207453.0,0
2024-05-01,CP002,681673,681673,681673.0,0
2024-05-01,CP004,3207453,3207453,3207453.0,0
2024-05-01,CP005,4369320,4369320,4369320.0,0
2024-05-01,CP006,6601604,6601604,6601604.0,0
2024-05-01,CP007,611600,611600,611600.0,0
2024-05-01,CP008,3622798,3622798,3622798.0,0
2024-05-01,CP009,3824558,3824558,3824558.0,0
2024-05-01,CP010,1265592,1265592,1265592.0,0
2024-05-01,CP011,2078094,2078094,2078094.0,0
2024-05-01,CP013,334000,334000,334000.0,0
2024-05-01,CP014,524220,524220,524220.0,0
2024-05-01,CP015,1493620,1493620,1493620.0,0
2024-05-01,CP016,672615,672615,672615.0,0
2024-05-01,CP018,167000,167000,167000.0,0
2024-05-01,CP019,488400,488400,488400.0,0
2024-05-01,CP020,1173920,1173920,1173920.0,0
2024-05-01,CP022,347673,347673,347673.0,0
2024-06-01,CP001,1485617,1485617,1485617.0,0
2024-06-01,CP002,174000,174000,174000.0,0
2024-06-01,CP004,1485617,1485617,1485617.0,0
2024-06-01,CP005,3640655,3640655,3640655.0,0
2024-06-01,CP006,4848823,4848823,4848823.0,0
2024-06-01,CP007,616708,616708,616708.0,0
2024-06-01,CP008,1869655,1869655,1869655.0,0
2024-06-01,CP009,3078898,3078898,3078898.0,0
2024-06-01,CP010,915880,915880,915880.0,0
2024-06-01,CP011,1117029,1117029,1117029.0,0
2024-06-01,CP015,643974,643974,643974.0,0
2024-06-01,CP016,346000,346000,346000.0,0
2024-06-01,CP018,167000,167000,167000.0,0
2024-06-01,CP019,322482,322482,322482.0,0
2024-06-01,CP020,331274,331274,331274.0,0
2024-06-01,CP022,174000,174000,174000.0,0
2024-06-01,CP024,160000,160000,160000.0,0
2024-07-01,CP001,3014173,3014173,3014173.0,0
2024-07-01,CP002,520000,520000,520000.0,0
2024-07-01,CP004,3014173,3014173,3014173.0,0
2024-07-01,CP005,4421688,4421688,4421688.0,0
2024-07-01,CP006,6535610,6535610,6535610.0,0
2024-07-01,CP007,294214,294214,294214.0,0
2024-07-01,CP008,2635014,2635014,2635014.0,0
2024-07-01,CP009,1949958,1949958,1949958.0,0
2024-07-01,CP010,572360,572360,572360.0,0
2024-07-01,CP011,1878733,1878733,1878733.0,0
2024-07-01,CP013,174000,174000,174000.0,0
2024-07-01,CP014,737200,737200,737200.0,0
2024-07-01,CP015,1327948,1327948,1327948.0,0
2024-07-01,CP016,493700,493700,493700.0,0
2024-07-01,CP017,174000,174000,174000.0,0
2024-07-01,CP020,622221,622221,622221.0,0
2024-07-01,CP022,522000,522000,522000.0,0
2024-07-01,CP023,172000,172000,172000.0,0
2024-08-01,CP001,2477808,2477808,2477808.0,0
2024-08-01,CP002,686000,686000,686000.0,0
2024-08-01,CP004,2477808,2477808,2477808.0,0
2024-08-01,CP005,2874787,2874787,2874787.0,0
2024-08-01,CP006,5408305,5408305,5408305.0,0
2024-08-01,CP007,648782,648782,648782.0,0
2024-08-01,CP008,3109290,3109290,3109290.0,0
2024-08-01,CP009,2367109,2367109,2367109.0,0
2024-08-01,CP010,385520,385520,385520.0,0
2024-08-01,CP011,1069600,1069600,1069600.0,0
2024-08-01,CP012,347400,347400,347400.0,0
2024-08-01,CP013,522000,522000,522000.0,0
2024-08-01,CP014,174000,174000,174000.0,0
2024-08-01,CP015,1467648,1467648,1467648.0,0
2024-08-01,CP016,500615,500615,500615.0,0
2024-08-01,CP017,346000,346000,346000.0,0
2024-08-01,CP018,174000,174000,174000.0,0
2024-08-01,CP019,326482,326482,326482.0,0
2024-08-01,CP020,911494,911494,911494.0,0
2024-08-01,CP022,686000,686000,686000.0,0
2024-08-01,CP023,174000,174000,174000.0,0
2024-09-01,CP001,2394298,2394298,2394298.0,0
2024-09-01,CP002,495812,495812,495812.0,0
2024-09-01,CP004,2394298,2394298,2394298.0,0
2024-09-01,CP005,4864373,4864373,4864373.0,0
2024-09-01,CP006,5873333,5873333,5873333.0,0
2024-09-01,CP007,170000,170000,170000.0,0
2024-09-01,CP008,3066098,3066098,3066098.0,0
2024-09-01,CP009,2392600,2392600,2392600.0,0
2024-09-01,CP010,1005600,1005600,1005600.0,0
2024-09-01,CP011,2000035,2000035,2000035.0,0
2024-09-01,CP013,151812,151812,151812.0,0
2024-09-01,CP014,612000,612000,612000.0,0
2024-09-01,CP015,1283540,1283540,1283540.0,0
2024-09-01,CP016,1510315,1510315,1510315.0,0
2024-09-01,CP019,170000,170000,170000.0,0
