from_node_id,to_node_id,lng_flow_cmb,flow_share,cumulative_flow_share
LNGN0328,CP006,370661663,0.09433137595664784,0.09433137595664784
CP006,CP005,202681130,0.05158124451987962,0.14591262047652745
CP005,CP011,135160979,0.03439773355983023,0.18031035403635767
CP004,CP001,124198424,0.03160782297457926,0.21191817701093693
CP006,CP004,121448524,0.030907988390544636,0.24282616540148155
CP022,CP002,99714081,0.025376690933862873,0.2682028563353444
CP001,CP008,80799597,0.020563057695428932,0.28876591403077334
LNGN0452,CP009,64898384,0.016516285527167936,0.3052821995579413
CP020,CP027,62333600,0.01586356195766408,0.32114576151560537
CP015,CP020,62333600,0.01586356195766408,0.33700932347326945
CP008,CP009,49851817,0.012687016114609642,0.3496963395878791
CP001,CP004,48459623,0.012332710318440509,0.3620290499063196
CP009,LNGN0097,48147148,0.012253187131544179,0.3742822370378638
LNGN0452,LNGN0464,46832663,0.01191865785295414,0.38620089489081794
CP002,CP013,46568643,0.01185146619984791,0.39805236109066583
CP008,CP001,41842437,0.010648672494596109,0.40870103358526194
CP011,CP017,41437825,0.01054570094264316,0.4192467345279051
CP009,LNGN0132,39901018,0.010154591925011065,0.4294013264529162
LNGN0345,CP022,39645546,0.010089575691383482,0.43949090214429964
LNGN0142,CP015,39117052,0.009955076844641857,0.4494459789889415
CP013,CP012,38357083,0.009761668870172165,0.45920764785911367
LNGN0297,CP016,35690849,0.009083126827796455,0.4682907746869101
CP027,CP011,34718077,0.008835561647978815,0.47712633633488893
CP008,LNGN0385,34241428,0.008714257071577667,0.4858405934064666
LNGN0345,CP009,33924194,0.008633522745081562,0.4944741161515482
LNGN0261,CP007,32153311,0.008182842659376998,0.5026569588109252
CP009,LNGN0244,32112128,0.008172361810010003,0.5108293206209352
LNGN0297,CP015,31960234,0.008133705613672916,0.5189630262346081
CP006,LNGN0130,31557211,0.008031138453572046,0.5269941646881802
CP009,LNGN0464,30764770,0.007829466531826899,0.5348236312200071
LNGN0345,CP008,30193205,0.007684006349993469,0.5425076375700005
LNGN0328,LNGN0008,29975256,0.007628539515651944,0.5501361770856524
CP005,CP014,29796308,0.007582998223552657,0.5577191753092051
CP011,LNGN0181,29617332,0.007537449805605757,0.5652566251148109
CP004,CP005,29458406,0.007497004003539396,0.5727536291183503
CP017,LNGN0449,27852477,0.007088303813094604,0.5798419329314448
LNGN0452,CP008,26174039,0.00666115047677041,0.5865030834082152
CP010,LNGN0474,25549571,0.006502226769354529,0.5930053101775697
CP007,CP019,24633924,0.0062691995911416665,0.5992745097687114
CP005,LNGN0230,24101032,0.006133581477335573,0.605408091246047
CP011,LNGN0319,23935964,0.006091572569696231,0.6114996638157433
LNGN0050,CP022,23715299,0.006035414528136174,0.6175350783438794
LNGN0261,CP008,23382705,0.005950771165234828,0.6234858495091142
CP011,LNGN0314,23037317,0.005862871798963128,0.6293487213080774
CP017,LNGN0421,22881432,0.005823199914846528,0.6351719212229239
LNGN0124,CP022,22680042,0.005771947255884845,0.6409438684788087
LNGN0085,CP006,21824132,0.005554122819061298,0.64649799129787
CP009,LNGN0144,21632757,0.005505418923094308,0.6520034102209643
LNGN0070,CP009,21374840,0.005439780450273312,0.6574431906712376
CP006,LNGN0168,21059762,0.005359594814043463,0.662802785485281
CP002,CP011,19870561,0.0050569496316119,0.6678597351168929
LNGN0070,CP022,18908128,0.004812015671025627,0.6726717507879185
LNGN0070,CP008,18901094,0.004810225556307238,0.6774819763442258
CP011,LNGN0398,18556510,0.004722530803659874,0.6822045071478857
LNGN0050,CP008,18231451,0.004639805057250292,0.686844312205136
CP005,LNGN0195,18056777,0.004595351474890328,0.6914396636800263
CP009,LNGN0037,17208968,0.004379588698478164,0.6958192523785045
CP027,LNGN0463,17023648,0.004332425767057641,0.7001516781455621
CP009,CP010,16520446,0.0042043635966676676,0.7043560417422298
LNGN0261,LNGN0374,16339335,0.004158271832840222,0.70851431357507
LNGN0441,CP016,16126568,0.004104123789296349,0.7126184373643664
LNGN0452,LNGN0132,15774008,0.004014399188057306,0.7166328365524237
CP006,LNGN0208,15560283,0.003960007338727221,0.720592843891151
CP016,LNGN0381,15341982,0.0039044509223014087,0.7244972948134524
CP011,LNGN0437,14940166,0.0038021909371316006,0.728299485750584
CP001,LNGN0210,14693604,0.003739442250012526,0.7320389280005966
CP008,LNGN0121,14645948,0.003727314057373974,0.7357662420579705
CP014,LNGN0381,14210376,0.0036164633539167105,0.7393827054118872
LNGN0142,CP016,13680145,0.003481522450128478,0.7428642278620157
CP012,LNGN0426,13639407,0.0034711548508396303,0.7463353827128553
CP016,LNGN0270,13448490,0.003422567513380036,0.7497579502262353
CP008,LNGN0347,13439618,0.0034203096376647173,0.7531782598639
CP008,LNGN0136,13390260,0.0034077482952890744,0.7565860081591891
LNGN0124,CP009,13002616,0.003309095006990039,0.7598951031661791
CP008,LNGN0056,12948814,0.0032954026908002757,0.7631905058569795
CP010,LNGN0207,12796033,0.0032565207577905687,0.76644702661477
CP008,LNGN0186,12436923,0.0031651292171990296,0.7696121558319691
LNGN0050,CP009,11954319,0.0030423091257071777,0.7726544649576762
CP001,LNGN0121,11833371,0.0030115285179505976,0.7756659934756268
LNGN0441,CP015,11224702,0.002856625570050758,0.7785226190456775
LNGN0124,CP008,10818267,0.0027531900745192436,0.7812758091201968
CP008,LNGN0035,10540383,0.002682470108865992,0.7839582792290628
CP005,LNGN0473,10187906,0.002592766630675232,0.786551045859738
CP006,LNGN0008,10174061,0.002589243153524805,0.7891402890132628
CP011,CP012,10087586,0.0025672357366535027,0.7917075247499163
CP012,LNGN0181,9931787,0.0025275857390688597,0.7942351104889852
LNGN0328,LNGN0191,9569304,0.002435335788334425,0.7966704462773196
CP009,LNGN0100,9556011,0.0024319527921798116,0.7991023990694994
CP008,LNGN0232,9244155,0.002352587137414656,0.8014549862069141
LNGN0345,LNGN0385,9040083,0.0023006519240494016,0.8037556381309635
LNGN0166,CP010,9001471,0.0022908253801900815,0.8060464635111536
CP012,LNGN0314,8997675,0.0022898593188493068,0.8083363228300029
LNGN0026,LNGN0186,8708948,0.0022163798687076424,0.8105527026987105
LNGN0261,LNGN0178,8603132,0.0021894502725971626,0.8127421529713077
LNGN0026,LNGN0232,8552812,0.002176644106457077,0.8149187970777648
CP016,LNGN0460,8325881,0.002118891401998893,0.8170376884797638
CP012,CP017,8273084,0.0021054548528395504,0.8191431433326033
CP015,LNGN0230,8246741,0.0020987507027078276,0.8212418940353111
LNGN0026,LNGN0121,8192273,0.0020848888931426805,0.8233267829284538
CP019,CP011,8172831,0.0020799410099531825,0.8254067239384071
CP027,LNGN0195,8106217,0.0020629881094910265,0.8274697120478981
LNGN0309,CP016,8011136,0.002038790512456736,0.8295085025603548
LNGN0452,LNGN0248,7688070,0.0019565719737005163,0.8314650745340553
CP012,LNGN0040,7515000,0.0019125266006109957,0.8333776011346663
LNGN0026,CP008,7300765,0.0018580049590565186,0.8352356060937228
LNGN0345,CP010,7053091,0.0017949732739893558,0.8370305793677122
CP016,LNGN0173,6866033,0.001747368031027667,0.8387779473987399
CP014,LNGN0270,6693590,0.0017034822260257826,0.8404814296247657
CP002,LNGN0381,6649324,0.001692216769937606,0.8421736463947033
LNGN0378,LNGN0121,6644000,0.0016908618409127686,0.843864508235616
CP013,LNGN0426,6637060,0.0016890956486827965,0.8455536038842988
LNGN0070,LNGN0374,6595540,0.00167852903464988,0.8472321329189487
CP011,LNGN0463,6523581,0.0016602158607771764,0.8488923487797259
CP011,LNGN0040,6512114,0.0016572975716848003,0.8505496463514106
LNGN0027,CP002,6489908,0.0016516462655380049,0.8522012926169487
CP008,LNGN0331,6446544,0.0016406103635408131,0.8538419029804895
LNGN0070,LNGN0385,6384970,0.001624940115649127,0.8554668430961386
CP011,LNGN0472,6284970,0.0015994906598858405,0.8570663337560245
CP005,LNGN0463,6257556,0.001592513946082893,0.8586588477021073
LNGN0027,CP008,6204522,0.0015790170817133915,0.8602378647838207
LNGN0166,CP009,6107865,0.0015544184012562714,0.861792283185077
CP002,LNGN0324,5991661,0.0015248451156811018,0.863317128300758
CP001,LNGN0035,5972893,0.0015200687618234481,0.8648371970625814
CP016,LNGN0359,5896243,0.0015005617539808889,0.8663377588165623
CP004,CP006,5821463,0.0014815306509611032,0.8678192894675234
CP005,LNGN0238,5684743,0.0014467361550415374,0.8692660256225649
CP027,CP014,5675566,0.0014444006584861406,0.8707104262810511
CP008,LNGN0428,5657436,0.0014397866721562568,0.8721502129532074
LNGN0452,LNGN0144,5301000,0.0013490756500118281,0.8734992886032192
LNGN0070,LNGN0178,5213000,0.001326680128940136,0.8748259687321593
LNGN0312,CP007,5209227,0.001325719920974187,0.8761516886531335
CP007,LNGN0168,5116003,0.0013019949203334207,0.877453683573467
LNGN0261,LNGN0244,5012750,0.0012757175937741542,0.8787294011672412
CP004,LNGN0168,5007405,0.0012743573203636066,0.8800037584876048
CP015,LNGN0405,4982607,0.0012680463643234268,0.8812718048519282
CP002,LNGN0237,4936864,0.0012564050197736265,0.8825282098717019
LNGN0261,CP009,4935689,0.001256105988668408,0.8837843158603703
CP002,LNGN0270,4824482,0.0012278044123977296,0.8850121202727681
CP007,CP006,4800748,0.001221764238566871,0.886233884511335
LNGN0274,CP005,4788242,0.0012185815296291145,0.8874524660409641
CP011,LNGN0363,4770395,0.0012140395652590408,0.8886665056062231
CP014,CP012,4751888,0.0012093296344809293,0.889875835240704
LNGN0166,LNGN0132,4746578,0.0012079782683798988,0.8910838135090839
LNGN0206,CP006,4661331,0.0011862833708253698,0.8922700968799093
LNGN0322,CP018,4460990,0.0011352976766546435,0.893405394556564
LNGN0027,CP009,4434838,0.0011286421349834287,0.8945340366915474
CP019,CP014,4336977,0.0011037370430789187,0.8956377737346263
CP002,LNGN0460,4314190,0.0010979378755941386,0.8967357116102204
CP018,CP027,4295490,0.0010931788273664041,0.8978288904375867
LNGN0322,LNGN0363,4175000,0.0010625147781172198,0.898891405215704
CP005,LNGN0025,4057102,0.0010325103787614202,0.8999239155944654
CP011,LNGN0230,4003872,0.0010189636334586227,0.900942879227924
LNGN0351,CP012,3912700,0.000995760855650119,0.9019386400835742
LNGN0345,LNGN0244,3825118,0.0009734717133035171,0.9029121117968777
CP015,CP005,3812048,0.0009701454694352556,0.903882257266313
LNGN0452,LNGN0374,3766400,0.0009585283018684305,0.9048407855681814
LNGN0070,CP010,3750527,0.0009544887097551239,0.9057952742779365
LNGN0026,CP001,3714101,0.0009452184909987891,0.9067404927689353
LNGN0345,LNGN0374,3705260,0.000942968504614757,0.90768346127355
LNGN0378,LNGN0278,3548500,0.0009030739377602287,0.9085865352113103
CP019,LNGN0230,3537408,0.000900251084126965,0.9094867862954372
CP005,LNGN0175,3520575,0.0008959671772383309,0.9103827534726755
CP014,LNGN0460,3494940,0.0008894432092534123,0.9112721966819289
CP014,LNGN0173,3466940,0.000882317361639692,0.9121545140435686
LNGN0050,LNGN0385,3436875,0.0008746659827644599,0.913029180026333
CP016,LNGN0170,3387689,0.0008621484134527297,0.9138913284397858
CP019,LNGN0463,3176627,0.0008084342831296215,0.9146997627229154
CP011,LNGN0081,3176535,0.0008084108696303193,0.9155081735925458
CP016,LNGN0453,3159086,0.0008039701940941834,0.9163121437866399
LNGN0085,LNGN0191,2991040,0.0007612034016622107,0.9170733471883021
LNGN0308,CP010,2926800,0.0007448546712798753,0.917818201859582
LNGN0052,CP007,2918200,0.0007426660180842326,0.9185608678776662
LNGN0083,CP008,2904686,0.000739226778632382,0.9193000946562986
CP016,CP027,2894615,0.0007366637639424614,0.920036758420241
CP001,LNGN0186,2808740,0.0007148090438057389,0.9207515674640467
LNGN0103,CP009,2800008,0.0007125867973284888,0.9214641542613752
LNGN0423,CP014,2779690,0.0007074159769065042,0.9221715702382817
LNGN0423,CP011,2770660,0.0007051178910510794,0.9228766881293328
LNGN0026,LNGN0056,2750730,0.0007000458145174564,0.9235767339438502
LNGN0452,LNGN0178,2730873,0.0006949923160865405,0.9242717262599367
LNGN0050,CP010,2717210,0.0006915151569456026,0.9249632414168824
LNGN0345,LNGN0178,2711155,0.0006899741923991357,0.9256532156092815
CP014,LNGN0170,2689972,0.0006845832341847986,0.9263377988434662
