,lng_flow_cmb,voyage_count,route_count,share_global_monthly_lng,weight_row_normalized
lng_flow_cmb,1.0,0.8721647741653165,0.7380278891339185,0.8753104485586093,0.3012201278965425
voyage_count,0.8721647741653165,1.0,0.8059289521692801,0.8247753579206525,0.400771509526029
route_count,0.7380278891339185,0.8059289521692801,1.0,0.7016698016070587,0.3848371448211287
share_global_monthly_lng,0.8753104485586093,0.8247753579206525,0.7016698016070587,1.0,0.36604142706686266
weight_row_normalized,0.3012201278965425,0.400771509526029,0.3848371448211287,0.36604142706686266,1.0
