,lng_flow_cmb,voyage_count,route_count,share_global_monthly_lng,weight_row_normalized
lng_flow_cmb,1.0,0.8864040430676677,0.761016040321507,0.8891649569089431,0.32413117515479223
voyage_count,0.8864040430676677,1.0,0.822380306720689,0.8405864759110215,0.41227177877439647
route_count,0.761016040321507,0.822380306720689,1.0,0.7251599392561398,0.40811141969932657
share_global_monthly_lng,0.8891649569089431,0.8405864759110215,0.7251599392561398,1.0,0.381477551767107
weight_row_normalized,0.32413117515479223,0.41227177877439647,0.40811141969932657,0.381477551767107,1.0
