metric,previous_month,current_month,spearman_month_to_month
share_monthly_network_flow,2021-03-01,2021-04-01,0.8423050773044534
share_monthly_network_flow,2021-04-01,2021-05-01,0.8319165193106068
share_monthly_network_flow,2021-05-01,2021-06-01,0.79043969414286
share_monthly_network_flow,2021-06-01,2021-07-01,0.8340512210103924
share_monthly_network_flow,2021-07-01,2021-08-01,0.810819104844599
share_monthly_network_flow,2021-08-01,2021-09-01,0.8026069171486956
share_monthly_network_flow,2021-09-01,2021-10-01,0.8888909213136094
share_monthly_network_flow,2021-10-01,2021-11-01,0.8506858378796067
share_monthly_network_flow,2021-11-01,2021-12-01,0.8030795134095314
share_monthly_network_flow,2021-12-01,2022-01-01,0.794651059350918
share_monthly_network_flow,2022-01-01,2022-02-01,0.8202189223752567
share_monthly_network_flow,2022-02-01,2022-03-01,0.8397674895689112
share_monthly_network_flow,2022-03-01,2022-04-01,0.8595517703578228
share_monthly_network_flow,2022-04-01,2022-05-01,0.853406429657882
share_monthly_network_flow,2022-05-01,2022-06-01,0.8465883089893488
share_monthly_network_flow,2022-06-01,2022-07-01,0.8370358177347721
share_monthly_network_flow,2022-07-01,2022-08-01,0.8360454951960297
share_monthly_network_flow,2022-08-01,2022-09-01,0.8380119902096098
share_monthly_network_flow,2022-09-01,2022-10-01,0.8477727832450993
share_monthly_network_flow,2022-10-01,2022-11-01,0.8642557977794335
share_monthly_network_flow,2022-11-01,2022-12-01,0.8496526100338978
share_monthly_network_flow,2022-12-01,2023-01-01,0.8556918027840149
share_monthly_network_flow,2023-01-01,2023-02-01,0.8132545526768533
share_monthly_network_flow,2023-02-01,2023-03-01,0.8147900603242169
share_monthly_network_flow,2023-03-01,2023-04-01,0.8086846210593462
share_monthly_network_flow,2023-04-01,2023-05-01,0.7946303748062464
share_monthly_network_flow,2023-05-01,2023-06-01,0.843454768162349
share_monthly_network_flow,2023-06-01,2023-07-01,0.7686203514905213
share_monthly_network_flow,2023-07-01,2023-08-01,0.7763648898824307
share_monthly_network_flow,2023-08-01,2023-09-01,0.8076119084424231
share_monthly_network_flow,2023-09-01,2023-10-01,0.8124488897681054
share_monthly_network_flow,2023-10-01,2023-11-01,0.8124501512930853
share_monthly_network_flow,2023-11-01,2023-12-01,0.8220657513748106
share_monthly_network_flow,2023-12-01,2024-01-01,0.811824898871297
share_monthly_network_flow,2024-01-01,2024-02-01,0.8028655697575319
share_monthly_network_flow,2024-02-01,2024-03-01,0.8326906771633245
share_monthly_network_flow,2024-03-01,2024-04-01,0.822634493123811
share_monthly_network_flow,2024-04-01,2024-05-01,0.7256558448542048
share_monthly_network_flow,2024-05-01,2024-06-01,0.7295098423642843
share_monthly_network_flow,2024-06-01,2024-07-01,0.6975502739132411
share_monthly_network_flow,2024-07-01,2024-08-01,0.7338467949952723
share_monthly_network_flow,2024-08-01,2024-09-01,0.6893844569011963
share_monthly_network_flow,2024-09-01,2024-10-01,0.7495186829741016
share_monthly_network_flow,2024-10-01,2024-11-01,0.6692970709045757
share_monthly_network_flow,2024-11-01,2024-12-01,0.7187472598894331
