node_id,node_type,metric,months,active_months,mean,std,coefficient_of_variation,min,max,lag1_autocorrelation,mean_absolute_monthly_change,mean_rank,median_rank,best_rank,worst_rank,rank_std,mean_percentile_rank,top_5pct_months,top_10pct_months,top_20pct_months,months_observed,top_5pct_share,top_10pct_share,top_20pct_share
CP010,chokepoint,node_throughput,60,59,791524.2833333333,478657.82153930055,0.604729168287215,0.0,2189064.0,0.6295512823823848,333059.0,35.9,33.5,11.0,78.0,15.51784101705223,0.8082442067736185,0,10,38,60,0.0,0.16666666666666666,0.6333333333333333
CP010,chokepoint,pagerank,60,59,0.013476933486987886,0.004582369083052399,0.34001570813395515,0.0,0.026303335534563384,0.3515031151559836,0.0039060828357167115,25.516666666666666,20.5,2.0,78.0,16.30689951374609,0.8640374331550802,11,29,48,60,0.18333333333333332,0.48333333333333334,0.8
CP010,chokepoint,share_monthly_network_flow,60,59,0.008636113284899204,0.004272466711653332,0.4947210128801822,0.0,0.018742528197925722,0.322755301670593,0.004019993303826744,35.9,33.5,11.0,78.0,15.51784101705223,0.8082442067736185,0,10,38,60,0.0,0.16666666666666666,0.6333333333333333
CP010,chokepoint,total_degree,60,59,7.016666666666667,2.727708833476548,0.38874710215817787,0.0,12.0,0.6159629569488175,1.7966101694915255,9.683333333333334,7.0,3.0,78.0,10.714304815694566,0.9401069518716577,48,55,59,60,0.8,0.9166666666666666,0.9833333333333333
CP010,chokepoint,total_route_exposure,60,59,4.7,2.32379000772445,0.49442340589881917,0.0,9.0,0.6947608582180747,1.3898305084745763,24.9,22.5,8.0,78.0,13.111904281922783,0.8493315508021391,3,25,54,60,0.05,0.4166666666666667,0.9
CP010,chokepoint,total_voyages,60,59,6.183333333333334,3.4321099240953,0.555058208748566,0.0,14.0,0.7051228610234089,2.0508474576271185,26.733333333333334,24.5,9.0,78.0,14.090346096080987,0.8420231729055259,2,24,49,60,0.03333333333333333,0.4,0.8166666666666667
CP011,chokepoint,betweenness,60,60,0.02869590811071435,0.010634300415470388,0.3705859516430428,0.003442340791738382,0.059663865546218484,0.4097221395868085,0.008931451169882226,3.6333333333333333,3.0,1.0,11.0,2.4699321795853852,0.9858734402852051,59,60,60,60,0.9833333333333333,1.0,1.0
CP011,chokepoint,node_throughput,60,60,3362035.1333333333,1506299.6145252434,0.4480320861584225,261700.0,6523323.0,0.6445269218197709,1004199.1694915254,7.666666666666667,6.0,1.0,40.0,5.794991018453333,0.9642156862745098,52,57,59,60,0.8666666666666667,0.95,0.9833333333333333
CP011,chokepoint,pagerank,60,60,0.030946832635374306,0.009674687322608818,0.3126228598771042,0.009871418415549671,0.057226161841093096,0.29439279521070977,0.00937526524221788,3.8333333333333335,1.0,1.0,42.0,6.504670204036238,0.9848484848484849,54,59,59,60,0.9,0.9833333333333333,0.9833333333333333
CP011,chokepoint,share_monthly_network_flow,60,60,0.03641372543001324,0.01202094048764642,0.33012113827107664,0.006354432777761982,0.06054586256114453,0.4185269844020619,0.01024068312478291,7.666666666666667,6.0,1.0,40.0,5.794991018453333,0.9642156862745098,52,57,59,60,0.8666666666666667,0.95,0.9833333333333333
CP011,chokepoint,total_degree,60,60,11.983333333333333,3.8860535803535354,0.3242881986386817,2.0,19.0,0.591911829693248,2.593220338983051,3.2,3.0,1.0,13.0,2.7358263400135368,0.9852941176470588,57,60,60,60,0.95,1.0,1.0
