node_id,period_month,node_type,node_name,country,incoming_flow,in_degree,in_voyages,in_route_count_sum,outgoing_flow,out_degree,out_voyages,out_route_count_sum,total_degree,in_route_exposure,out_route_exposure,total_route_exposure,betweenness,pagerank,incident_flow,node_throughput,flow_imbalance,incident_voyage_traversals,total_voyages,share_monthly_network_flow,active,months_since_last_active
CP001,2020-01-01,chokepoint,Suez Canal,,1750386.0,1.0,8.0,4.0,1750386.0,3.0,8.0,4.0,4.0,4.0,4.0,4.0,0.006349206349206349,0.015841183385522435,3500772.0,1750386.0,0.0,16.0,8.0,0.025793104901517486,1,0.0
CP001,2020-02-01,chokepoint,Suez Canal,,2670527.0,2.0,12.0,7.0,2670527.0,6.0,12.0,7.0,6.0,7.0,7.0,7.0,0.012621916236374067,0.021145393633997544,5341054.0,2670527.0,0.0,24.0,12.0,0.038111554939859064,1,0.0
CP001,2020-03-01,chokepoint,Suez Canal,,2869975.0,2.0,16.0,9.0,2869975.0,5.0,16.0,9.0,5.0,9.0,9.0,9.0,0.02978395061728395,0.025612607873376568,5739950.0,2869975.0,0.0,32.0,16.0,0.046246987977531503,1,0.0
CP001,2020-04-01,chokepoint,Suez Canal,,3329836.0,2.0,16.0,6.0,3329836.0,4.0,16.0,6.0,4.0,6.0,6.0,6.0,0.015291750503018108,0.022087382187674694,6659672.0,3329836.0,0.0,32.0,16.0,0.04754503132450918,1,0.0
CP001,2020-05-01,chokepoint,Suez Canal,,4847095.0,2.0,23.0,13.0,4847095.0,9.0,23.0,13.0,9.0,13.0,13.0,13.0,0.01764705882352941,0.022580058026993283,9694190.0,4847095.0,0.0,46.0,23.0,0.0645739116598242,1,0.0
CP001,2020-06-01,chokepoint,Suez Canal,,4227541.0,2.0,21.0,13.0,4227541.0,7.0,21.0,13.0,7.0,13.0,13.0,13.0,0.03518518518518519,0.027084747512268713,8455082.0,4227541.0,0.0,42.0,21.0,0.06426270002568962,1,0.0
CP001,2020-07-01,chokepoint,Suez Canal,,2819255.0,2.0,14.0,8.0,2819255.0,5.0,14.0,8.0,5.0,8.0,8.0,8.0,0.021077988557663355,0.02288863656040106,5638510.0,2819255.0,0.0,28.0,14.0,0.05254507149537109,1,0.0
CP001,2020-08-01,chokepoint,Suez Canal,,2885510.0,2.0,15.0,11.0,2885510.0,4.0,15.0,11.0,4.0,11.0,11.0,11.0,0.018487394957983194,0.025712817579477118,5771020.0,2885510.0,0.0,30.0,15.0,0.05429076357667026,1,0.0
CP001,2020-09-01,chokepoint,Suez Canal,,3041820.0,2.0,16.0,15.0,3041820.0,3.0,16.0,15.0,3.0,15.0,15.0,15.0,0.02953755680299385,0.027613595674113364,6083640.0,3041820.0,0.0,32.0,16.0,0.05306862074029768,1,0.0
CP001,2020-10-01,chokepoint,Suez Canal,,1292822.0,2.0,7.0,6.0,1292822.0,2.0,7.0,6.0,2.0,6.0,6.0,6.0,0.02168021680216802,0.022295108836356128,2585644.0,1292822.0,0.0,14.0,7.0,0.022349933846842907,1,0.0
CP001,2020-11-01,chokepoint,Suez Canal,,1242474.0,2.0,7.0,7.0,1242474.0,4.0,7.0,7.0,5.0,7.0,7.0,7.0,0.013845350052246606,0.019283404466604957,2484948.0,1242474.0,0.0,14.0,7.0,0.020686746422666394,1,0.0
CP001,2020-12-01,chokepoint,Suez Canal,,657874.0,2.0,4.0,4.0,657874.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,0.009899383317104837,0.015714400837470756,1315748.0,657874.0,0.0,8.0,4.0,0.01179645461197921,1,0.0
CP001,2021-01-01,chokepoint,Suez Canal,,325900.0,1.0,2.0,1.0,325900.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.002105263157894737,0.009640944910843257,651800.0,325900.0,0.0,4.0,2.0,0.005611394198496794,1,0.0
CP001,2021-02-01,chokepoint,Suez Canal,,1872719.0,2.0,10.0,7.0,1872719.0,5.0,10.0,7.0,5.0,7.0,7.0,7.0,0.013769363166953527,0.02113828467364684,3745438.0,1872719.0,0.0,20.0,10.0,0.034088597964770984,1,0.0
CP001,2021-03-01,chokepoint,Suez Canal,,4226570.0,3.0,20.0,9.0,4226570.0,5.0,20.0,9.0,6.0,9.0,9.0,9.0,0.021856007480130904,0.02136035641703305,8453140.0,4226570.0,0.0,40.0,20.0,0.04616507154686615,1,0.0
CP001,2021-04-01,chokepoint,Suez Canal,,1884443.0,2.0,9.0,6.0,1884443.0,4.0,9.0,6.0,4.0,6.0,6.0,6.0,0.011485642946317104,0.01620060776927553,3768886.0,1884443.0,0.0,18.0,9.0,0.022435753345498813,1,0.0
CP001,2021-05-01,chokepoint,Suez Canal,,3163364.0,3.0,15.0,8.0,3163364.0,5.0,15.0,8.0,6.0,8.0,8.0,8.0,0.014221724524076149,0.02254453344343105,6326728.0,3163364.0,0.0,30.0,15.0,0.03344012151141428,1,0.0
CP001,2021-06-01,chokepoint,Suez Canal,,2284135.0,3.0,12.0,9.0,2284135.0,3.0,12.0,9.0,4.0,9.0,9.0,9.0,0.027706185567010308,0.025707571899124697,4568270.0,2284135.0,0.0,24.0,12.0,0.028064630744735496,1,0.0
CP001,2021-07-01,chokepoint,Suez Canal,,3518944.0,3.0,20.0,18.0,3518944.0,4.0,20.0,18.0,5.0,18.0,18.0,18.0,0.027491408934707903,0.02680083080249726,7037888.0,3518944.0,0.0,40.0,20.0,0.0381551911142508,1,0.0
CP001,2021-08-01,chokepoint,Suez Canal,,2078995.0,2.0,11.0,10.0,2078995.0,4.0,11.0,10.0,4.0,10.0,10.0,10.0,0.025712949976624593,0.02085480849392859,4157990.0,2078995.0,0.0,22.0,11.0,0.02779846399411671,1,0.0
CP001,2021-09-01,chokepoint,Suez Canal,,3516100.0,2.0,18.0,14.0,3516100.0,6.0,18.0,14.0,6.0,14.0,14.0,14.0,0.030458671763019588,0.021899332591534978,7032200.0,3516100.0,0.0,36.0,18.0,0.03860725118205266,1,0.0
CP001,2021-10-01,chokepoint,Suez Canal,,5097137.0,2.0,26.0,18.0,5097137.0,4.0,26.0,18.0,4.0,18.0,18.0,18.0,0.040196078431372545,0.026050314688149674,10194274.0,5097137.0,0.0,52.0,26.0,0.04912381165397905,1,0.0
CP001,2021-11-01,chokepoint,Suez Canal,,2408647.0,2.0,13.0,12.0,2408647.0,4.0,13.0,12.0,4.0,12.0,12.0,12.0,0.03927068723702665,0.02191048692807242,4817294.0,2408647.0,0.0,26.0,13.0,0.031016732367432808,1,0.0
CP001,2021-12-01,chokepoint,Suez Canal,,1211186.0,2.0,6.0,5.0,1211186.0,3.0,6.0,5.0,3.0,5.0,5.0,5.0,0.010989010989010988,0.01447268078855935,2422372.0,1211186.0,0.0,12.0,6.0,0.013404277220169115,1,0.0
CP001,2022-01-01,chokepoint,Suez Canal,,1197918.0,1.0,6.0,4.0,1197918.0,2.0,6.0,4.0,3.0,4.0,4.0,4.0,0.01044932079414838,0.014704106821661215,2395836.0,1197918.0,0.0,12.0,6.0,0.013808402720791963,1,0.0
CP001,2022-02-01,chokepoint,Suez Canal,,802300.0,2.0,4.0,2.0,802300.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,0.00801924619085806,0.016247719936725795,1604600.0,802300.0,0.0,8.0,4.0,0.01137187618366979,1,0.0
CP001,2022-03-01,chokepoint,Suez Canal,,2545799.0,3.0,13.0,9.0,2545799.0,5.0,13.0,9.0,6.0,9.0,9.0,9.0,0.031175346392737696,0.024364380631620584,5091598.0,2545799.0,0.0,26.0,13.0,0.025746779524944932,1,0.0
CP001,2022-04-01,chokepoint,Suez Canal,,3788377.0,4.0,18.0,10.0,3788377.0,5.0,18.0,10.0,7.0,10.0,10.0,10.0,0.03875968992248062,0.026899335828266136,7576754.0,3788377.0,0.0,36.0,18.0,0.03603462853326795,1,0.0
CP001,2022-05-01,chokepoint,Suez Canal,,3887573.0,3.0,18.0,6.0,3887573.0,3.0,18.0,6.0,4.0,6.0,6.0,6.0,0.03447872837774661,0.02287314132834901,7775146.0,3887573.0,0.0,36.0,18.0,0.03709231198102688,1,0.0
CP001,2022-06-01,chokepoint,Suez Canal,,3328768.0,3.0,16.0,10.0,3328768.0,5.0,16.0,10.0,6.0,10.0,10.0,10.0,0.03222222222222222,0.020606610723102384,6657536.0,3328768.0,0.0,32.0,16.0,0.03492862909038399,1,0.0
CP001,2022-07-01,chokepoint,Suez Canal,,5350661.0,3.0,26.0,13.0,5350661.0,5.0,26.0,13.0,6.0,13.0,13.0,13.0,0.040460526315789475,0.02415831176251524,10701322.0,5350661.0,0.0,52.0,26.0,0.04951964703794564,1,0.0
CP001,2022-08-01,chokepoint,Suez Canal,,3336979.0,4.0,17.0,11.0,3336979.0,3.0,17.0,11.0,5.0,11.0,11.0,11.0,0.039364035087719296,0.02380286297908569,6673958.0,3336979.0,0.0,34.0,17.0,0.03222630685425798,1,0.0
CP001,2022-09-01,chokepoint,Suez Canal,,3436223.0,3.0,18.0,12.0,3436223.0,4.0,18.0,12.0,5.0,12.0,12.0,12.0,0.04029034294130023,0.025194619272761808,6872446.0,3436223.0,0.0,36.0,18.0,0.03569928384570117,1,0.0
CP001,2022-10-01,chokepoint,Suez Canal,,4614124.0,4.0,24.0,18.0,4614124.0,6.0,24.0,18.0,8.0,18.0,18.0,18.0,0.040702016430171774,0.02251316219381634,9228248.0,4614124.0,0.0,48.0,24.0,0.041549156581091574,1,0.0
CP001,2022-11-01,chokepoint,Suez Canal,,3087361.0,2.0,16.0,9.0,3087361.0,4.0,16.0,9.0,4.0,9.0,9.0,9.0,0.03435643564356436,0.019764795604274982,6174722.0,3087361.0,0.0,32.0,16.0,0.028986999268940786,1,0.0
CP001,2022-12-01,chokepoint,Suez Canal,,1987777.0,3.0,10.0,7.0,1987777.0,3.0,10.0,7.0,4.0,7.0,7.0,7.0,0.03457903780068729,0.01842417310545379,3975554.0,1987777.0,0.0,20.0,10.0,0.018449442568489127,1,0.0
CP001,2023-01-01,chokepoint,Suez Canal,,2850868.0,4.0,15.0,10.0,2850868.0,4.0,15.0,10.0,6.0,10.0,10.0,10.0,0.029166666666666667,0.018454938020283078,5701736.0,2850868.0,0.0,30.0,15.0,0.02670473883996306,1,0.0
CP001,2023-02-01,chokepoint,Suez Canal,,2632640.0,2.0,14.0,9.0,2632640.0,5.0,14.0,9.0,5.0,9.0,9.0,9.0,0.03561301084236864,0.015619906398895598,5265280.0,2632640.0,0.0,28.0,14.0,0.024009232260421374,1,0.0
CP001,2023-03-01,chokepoint,Suez Canal,,4868639.0,4.0,25.0,16.0,4868639.0,6.0,25.0,16.0,8.0,16.0,16.0,16.0,0.030739893211289095,0.021146605238799254,9737278.0,4868639.0,0.0,50.0,25.0,0.03808990312399013,1,0.0
CP001,2023-04-01,chokepoint,Suez Canal,,3795638.0,4.0,19.0,13.0,3795638.0,6.0,19.0,13.0,8.0,13.0,13.0,13.0,0.03291414376649589,0.018422636236554976,7591276.0,3795638.0,0.0,38.0,19.0,0.03140621526219711,1,0.0
CP001,2023-05-01,chokepoint,Suez Canal,,5017934.0,4.0,25.0,17.0,5017934.0,6.0,25.0,17.0,8.0,17.0,17.0,17.0,0.04467766116941529,0.020235390052371384,10035868.0,5017934.0,0.0,50.0,25.0,0.04058712827569651,1,0.0
CP001,2023-06-01,chokepoint,Suez Canal,,5079473.0,4.0,27.0,19.0,5079473.0,8.0,27.0,19.0,10.0,19.0,19.0,19.0,0.05688073394495413,0.025609298774107052,10158946.0,5079473.0,0.0,54.0,27.0,0.04256855117277003,1,0.0
CP001,2023-07-01,chokepoint,Suez Canal,,4932014.0,3.0,27.0,17.0,4932014.0,7.0,27.0,17.0,8.0,17.0,17.0,17.0,0.028190158465387825,0.022468149334063915,9864028.0,4932014.0,0.0,54.0,27.0,0.041992948337989895,1,0.0
CP001,2023-08-01,chokepoint,Suez Canal,,2344552.0,3.0,13.0,10.0,2344552.0,4.0,13.0,10.0,5.0,10.0,10.0,10.0,0.0281498738109105,0.01945163706818517,4689104.0,2344552.0,0.0,26.0,13.0,0.022306338632013846,1,0.0
CP001,2023-09-01,chokepoint,Suez Canal,,3026323.0,3.0,16.0,12.0,3026323.0,4.0,16.0,12.0,5.0,12.0,12.0,12.0,0.058075933075933076,0.017419956975428502,6052646.0,3026323.0,0.0,32.0,16.0,0.02714030307245572,1,0.0
CP001,2023-10-01,chokepoint,Suez Canal,,3390914.0,2.0,18.0,11.0,3390914.0,4.0,18.0,11.0,4.0,11.0,11.0,11.0,0.022924710424710424,0.016864460512454528,6781828.0,3390914.0,0.0,36.0,18.0,0.025211882959946856,1,0.0
CP001,2023-11-01,chokepoint,Suez Canal,,3936075.0,4.0,21.0,16.0,3936075.0,6.0,21.0,16.0,8.0,16.0,16.0,16.0,0.031542699724517904,0.019121660786584185,7872150.0,3936075.0,0.0,42.0,21.0,0.0322047509595397,1,0.0
CP001,2023-12-01,chokepoint,Suez Canal,,3676939.0,3.0,21.0,16.0,3676939.0,6.0,21.0,16.0,7.0,16.0,16.0,16.0,0.040129032258064516,0.020297381558440998,7353878.0,3676939.0,0.0,42.0,21.0,0.02585890272336177,1,0.0
CP001,2024-01-01,chokepoint,Suez Canal,,2369799.0,1.0,12.0,8.0,2369799.0,5.0,12.0,8.0,6.0,8.0,8.0,8.0,0.02105824336931894,0.012212769397706161,4739598.0,2369799.0,0.0,24.0,12.0,0.01867532663788941,1,0.0
CP001,2024-02-01,chokepoint,Suez Canal,,2155388.0,3.0,11.0,7.0,2155388.0,4.0,11.0,7.0,5.0,7.0,7.0,7.0,0.040779610194902546,0.014542395211706813,4310776.0,2155388.0,0.0,22.0,11.0,0.01898054814972881,1,0.0
CP001,2024-03-01,chokepoint,Suez Canal,,2824173.0,2.0,15.0,14.0,2824173.0,5.0,15.0,14.0,5.0,14.0,14.0,14.0,0.04482758620689655,0.01957289328340853,5648346.0,2824173.0,0.0,30.0,15.0,0.023369497345953723,1,0.0
CP001,2024-04-01,chokepoint,Suez Canal,,2646927.0,2.0,14.0,10.0,2646927.0,4.0,14.0,10.0,4.0,10.0,10.0,10.0,0.0515406162464986,0.014970903176857064,5293854.0,2646927.0,0.0,28.0,14.0,0.022662701472113623,1,0.0
CP001,2024-05-01,chokepoint,Suez Canal,,3207453.0,3.0,17.0,14.0,3207453.0,5.0,17.0,14.0,6.0,14.0,14.0,14.0,0.03821782178217822,0.023070718800543934,6414906.0,3207453.0,0.0,34.0,17.0,0.03638796150382015,1,0.0
CP001,2024-06-01,chokepoint,Suez Canal,,1485617.0,3.0,8.0,7.0,1485617.0,5.0,8.0,7.0,6.0,7.0,7.0,7.0,0.03356282271944922,0.02234688706073466,2971234.0,1485617.0,0.0,16.0,8.0,0.024509326619236098,1,0.0
CP001,2024-07-01,chokepoint,Suez Canal,,3014173.0,2.0,16.0,12.0,3014173.0,6.0,16.0,12.0,6.0,12.0,12.0,12.0,0.03431708991077557,0.023728760275211643,6028346.0,3014173.0,0.0,32.0,16.0,0.041686949970260685,1,0.0
CP001,2024-08-01,chokepoint,Suez Canal,,2477808.0,2.0,14.0,12.0,2477808.0,5.0,14.0,12.0,5.0,12.0,12.0,12.0,0.05038922785609089,0.023494650571379668,4955616.0,2477808.0,0.0,28.0,14.0,0.03605969170940476,1,0.0
CP001,2024-09-01,chokepoint,Suez Canal,,2394298.0,2.0,13.0,8.0,2394298.0,3.0,13.0,8.0,3.0,8.0,8.0,8.0,0.043638850889192886,0.027197327724752144,4788596.0,2394298.0,0.0,26.0,13.0,0.03452651630158939,1,0.0
CP001,2024-10-01,chokepoint,Suez Canal,,2650042.0,2.0,14.0,11.0,2650042.0,6.0,14.0,11.0,6.0,11.0,11.0,11.0,0.030120481927710847,0.02648380109295622,5300084.0,2650042.0,0.0,28.0,14.0,0.04070253551735274,1,0.0
CP001,2024-11-01,chokepoint,Suez Canal,,1479093.0,2.0,8.0,8.0,1479093.0,4.0,8.0,8.0,4.0,8.0,8.0,8.0,0.08249496981891348,0.030413372349615497,2958186.0,1479093.0,0.0,16.0,8.0,0.03591439449964961,1,0.0
CP001,2024-12-01,chokepoint,Suez Canal,,642300.0,1.0,3.0,3.0,642300.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.01388374676045909,0.01707475561704608,1284600.0,642300.0,0.0,6.0,3.0,0.013443782353222017,1,0.0
CP002,2020-01-01,chokepoint,Panama Canal,,1851120.0,2.0,11.0,10.0,1851120.0,7.0,11.0,10.0,9.0,10.0,10.0,10.0,0.01221001221001221,0.02181631095647073,3702240.0,1851120.0,0.0,22.0,11.0,0.027277487562913007,1,0.0
CP002,2020-02-01,chokepoint,Panama Canal,,1322874.0,1.0,8.0,8.0,1322874.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,0.007745266781411359,0.01663514677623269,2645748.0,1322874.0,0.0,16.0,8.0,0.018878964762202785,1,0.0
CP002,2020-03-01,chokepoint,Panama Canal,,1217082.0,1.0,7.0,7.0,1217082.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,0.009259259259259259,0.019799109563580487,2434164.0,1217082.0,0.0,14.0,7.0,0.019612148754490893,1,0.0
CP002,2020-04-01,chokepoint,Panama Canal,,1701212.0,1.0,10.0,8.0,1701212.0,4.0,10.0,8.0,5.0,8.0,8.0,8.0,0.01710261569416499,0.023342799421598743,3402424.0,1701212.0,0.0,20.0,10.0,0.024290739192449992,1,0.0
CP002,2020-05-01,chokepoint,Panama Canal,,1561000.0,1.0,9.0,8.0,1561000.0,5.0,9.0,8.0,6.0,8.0,8.0,8.0,0.011627906976744186,0.02173257598377653,3122000.0,1561000.0,0.0,18.0,9.0,0.020795935730780105,1,0.0
CP002,2020-06-01,chokepoint,Panama Canal,,859894.0,1.0,5.0,5.0,859894.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,0.004320987654320987,0.022238187881111877,1719788.0,859894.0,0.0,10.0,5.0,0.013071218038072336,1,0.0
CP002,2020-07-01,chokepoint,Panama Canal,,698000.0,2.0,4.0,4.0,698000.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,0.00662451068955134,0.021190537302952266,1396000.0,698000.0,0.0,8.0,4.0,0.013009273692436131,1,0.0
CP002,2020-08-01,chokepoint,Panama Canal,,695000.0,2.0,4.0,4.0,695000.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,0.004901960784313725,0.032502254625766516,1390000.0,695000.0,0.0,8.0,4.0,0.013076399210463949,1,0.0
CP002,2020-09-01,chokepoint,Panama Canal,,1475122.0,1.0,9.0,8.0,1475122.0,3.0,9.0,8.0,4.0,8.0,8.0,8.0,0.005078855920876771,0.02107161012955842,2950244.0,1475122.0,0.0,18.0,9.0,0.025735477432481012,1,0.0
CP002,2020-10-01,chokepoint,Panama Canal,,2272672.0,1.0,13.0,10.0,2272672.0,6.0,13.0,10.0,7.0,10.0,10.0,10.0,0.015055706112616682,0.02455031158397758,4545344.0,2272672.0,0.0,26.0,13.0,0.039289298028322664,1,0.0
CP002,2020-11-01,chokepoint,Panama Canal,,2697366.0,1.0,16.0,13.0,2697366.0,8.0,16.0,13.0,9.0,13.0,13.0,13.0,0.013584117032392895,0.022527213508881577,5394732.0,2697366.0,0.0,32.0,16.0,0.044910176350669684,1,0.0
CP002,2020-12-01,chokepoint,Panama Canal,,4236400.0,2.0,25.0,22.0,4236400.0,8.0,25.0,22.0,10.0,22.0,22.0,22.0,0.02044790652385589,0.030596005470095913,8472800.0,4236400.0,0.0,50.0,25.0,0.07596363485741757,1,0.0
CP002,2021-01-01,chokepoint,Panama Canal,,3527861.0,1.0,21.0,19.0,3527861.0,7.0,21.0,19.0,8.0,19.0,19.0,19.0,0.016666666666666666,0.027451992103083946,7055722.0,3527861.0,0.0,42.0,21.0,0.06074323028077047,1,0.0
CP002,2021-02-01,chokepoint,Panama Canal,,1348282.0,1.0,8.0,7.0,1348282.0,4.0,8.0,7.0,5.0,7.0,7.0,7.0,0.007171543316121629,0.019995199258508303,2696564.0,1348282.0,0.0,16.0,8.0,0.02454241295204318,1,0.0
CP002,2021-03-01,chokepoint,Panama Canal,,2369870.0,2.0,14.0,12.0,2369870.0,6.0,14.0,12.0,8.0,12.0,12.0,12.0,0.013323983169705471,0.021122810219024128,4739740.0,2369870.0,0.0,28.0,14.0,0.025885107334498583,1,0.0
CP002,2021-04-01,chokepoint,Panama Canal,,3048341.0,2.0,18.0,17.0,3048341.0,6.0,18.0,17.0,8.0,17.0,17.0,17.0,0.0149812734082397,0.02571347890631578,6096682.0,3048341.0,0.0,36.0,18.0,0.03629286043089189,1,0.0
CP002,2021-05-01,chokepoint,Panama Canal,,3723111.0,2.0,22.0,19.0,3723111.0,8.0,22.0,19.0,10.0,19.0,19.0,19.0,0.014781634938409855,0.0259183890505199,7446222.0,3723111.0,0.0,44.0,22.0,0.03935724255586241,1,0.0
CP002,2021-06-01,chokepoint,Panama Canal,,3218736.0,2.0,19.0,18.0,3218736.0,9.0,19.0,18.0,11.0,18.0,18.0,18.0,0.01750429553264605,0.02922577185868744,6437472.0,3218736.0,0.0,38.0,19.0,0.03954785391615949,1,0.0
CP002,2021-07-01,chokepoint,Panama Canal,,3247140.0,2.0,19.0,18.0,3247140.0,9.0,19.0,18.0,11.0,18.0,18.0,18.0,0.019437285223367698,0.030270272323110282,6494280.0,3247140.0,0.0,38.0,19.0,0.035208075853076476,1,0.0
CP002,2021-08-01,chokepoint,Panama Canal,,2728400.0,2.0,16.0,16.0,2728400.0,7.0,16.0,16.0,9.0,16.0,16.0,16.0,0.0146096306685367,0.022784844230389296,5456800.0,2728400.0,0.0,32.0,16.0,0.036481727546986906,1,0.0
CP002,2021-09-01,chokepoint,Panama Canal,,1896708.0,1.0,11.0,10.0,1896708.0,5.0,11.0,10.0,6.0,10.0,10.0,10.0,0.007763975155279503,0.018479974163521266,3793416.0,1896708.0,0.0,22.0,11.0,0.02082610909104085,1,0.0
CP002,2021-10-01,chokepoint,Panama Canal,,2546529.0,1.0,15.0,14.0,2546529.0,3.0,15.0,14.0,4.0,14.0,14.0,14.0,0.008683473389355741,0.01862390209166903,5093058.0,2546529.0,0.0,30.0,15.0,0.024542250084193463,1,0.0
CP002,2021-11-01,chokepoint,Panama Canal,,1896000.0,1.0,11.0,10.0,1896000.0,5.0,11.0,10.0,6.0,10.0,10.0,10.0,0.006661991584852736,0.017189973515585676,3792000.0,1896000.0,0.0,22.0,11.0,0.024415252450297867,1,0.0
CP002,2021-12-01,chokepoint,Panama Canal,,2312014.0,2.0,14.0,13.0,2312014.0,7.0,14.0,13.0,9.0,13.0,13.0,13.0,0.012900143334925942,0.0215029539386679,4624028.0,2312014.0,0.0,28.0,14.0,0.025587215004889485,1,0.0
CP002,2022-01-01,chokepoint,Panama Canal,,1034000.0,1.0,6.0,6.0,1034000.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,0.00522466039707419,0.01349975428450519,2068000.0,1034000.0,0.0,12.0,6.0,0.011918919670043267,1,0.0
CP002,2022-02-01,chokepoint,Panama Canal,,1505913.0,1.0,9.0,8.0,1505913.0,5.0,9.0,8.0,6.0,8.0,8.0,8.0,0.010024057738572574,0.016479242129711077,3011826.0,1505913.0,0.0,18.0,9.0,0.021344953482959898,1,0.0
CP002,2022-03-01,chokepoint,Panama Canal,,1683146.0,1.0,10.0,8.0,1683146.0,5.0,10.0,8.0,6.0,8.0,8.0,8.0,0.010152890587673196,0.015324365873192141,3366292.0,1683146.0,0.0,20.0,10.0,0.017022392172474324,1,0.0
CP002,2022-04-01,chokepoint,Panama Canal,,1039000.0,2.0,6.0,6.0,1039000.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,0.013231756214915798,0.017017409238758274,2078000.0,1039000.0,0.0,12.0,6.0,0.009882854596061955,1,0.0
CP002,2022-05-01,chokepoint,Panama Canal,,1827306.0,1.0,11.0,9.0,1827306.0,5.0,11.0,9.0,6.0,9.0,9.0,9.0,0.010518934081346423,0.01573126838899054,3654612.0,1827306.0,0.0,22.0,11.0,0.017434786237275107,1,0.0
CP002,2022-06-01,chokepoint,Panama Canal,,1898172.0,1.0,11.0,11.0,1898172.0,6.0,11.0,11.0,7.0,11.0,11.0,11.0,0.011414141414141415,0.02027874597084945,3796344.0,1898172.0,0.0,22.0,11.0,0.019917442650780215,1,0.0
CP002,2022-07-01,chokepoint,Panama Canal,,2066963.0,2.0,12.0,12.0,2066963.0,6.0,12.0,12.0,8.0,12.0,12.0,12.0,0.010087719298245614,0.017145743175141677,4133926.0,2066963.0,0.0,24.0,12.0,0.019129464228904287,1,0.0
CP002,2022-08-01,chokepoint,Panama Canal,,1893958.0,2.0,11.0,10.0,1893958.0,5.0,11.0,10.0,7.0,10.0,10.0,10.0,0.010416666666666666,0.016093490462216913,3787916.0,1893958.0,0.0,22.0,11.0,0.0182905770989499,1,0.0
CP002,2022-09-01,chokepoint,Panama Canal,,1680584.0,2.0,10.0,9.0,1680584.0,5.0,10.0,9.0,7.0,9.0,9.0,9.0,0.008836524300441826,0.015602162115164521,3361168.0,1680584.0,0.0,20.0,10.0,0.017459764759895923,1,0.0
CP002,2022-10-01,chokepoint,Panama Canal,,2215991.0,1.0,13.0,11.0,2215991.0,5.0,13.0,11.0,6.0,11.0,11.0,11.0,0.007188200149365199,0.014231639062782814,4431982.0,2215991.0,0.0,26.0,13.0,0.019954504265877922,1,0.0
CP002,2022-11-01,chokepoint,Panama Canal,,1200434.0,2.0,7.0,7.0,1200434.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,0.008712871287128714,0.01750986610158057,2400868.0,1200434.0,0.0,14.0,7.0,0.011270784168230298,1,0.0
CP002,2022-12-01,chokepoint,Panama Canal,,1659974.0,2.0,10.0,9.0,1659974.0,5.0,10.0,9.0,7.0,9.0,9.0,9.0,0.011275773195876288,0.015194381087090876,3319948.0,1659974.0,0.0,20.0,10.0,0.015406957107454796,1,0.0
CP002,2023-01-01,chokepoint,Panama Canal,,1709717.0,2.0,10.0,9.0,1709717.0,6.0,10.0,9.0,8.0,9.0,9.0,9.0,0.012061403508771931,0.01534350357612823,3419434.0,1709717.0,0.0,20.0,10.0,0.016015313923775188,1,0.0
CP002,2023-02-01,chokepoint,Panama Canal,,1029520.0,2.0,6.0,5.0,1029520.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,0.0035863219349457883,0.016256570111426134,2059040.0,1029520.0,0.0,12.0,6.0,0.009389048558385883,1,0.0
CP002,2023-03-01,chokepoint,Panama Canal,,1826838.0,3.0,11.0,11.0,1826838.0,7.0,11.0,11.0,10.0,11.0,11.0,11.0,0.008466819221967964,0.018867587606215784,3653676.0,1826838.0,0.0,22.0,11.0,0.014292306832201746,1,0.0
CP002,2023-04-01,chokepoint,Panama Canal,,1694858.0,2.0,10.0,8.0,1694858.0,4.0,10.0,8.0,6.0,8.0,8.0,8.0,0.0058997050147492625,0.014060432373195299,3389716.0,1694858.0,0.0,20.0,10.0,0.014023749152805635,1,0.0
CP002,2023-05-01,chokepoint,Panama Canal,,1734172.0,3.0,10.0,10.0,1734172.0,6.0,10.0,10.0,9.0,10.0,10.0,10.0,0.01184407796101949,0.018913393863662004,3468344.0,1734172.0,0.0,20.0,10.0,0.014026701310962075,1,0.0
CP002,2023-06-01,chokepoint,Panama Canal,,2050402.0,2.0,12.0,10.0,2050402.0,7.0,12.0,10.0,9.0,10.0,10.0,10.0,0.010175145954962469,0.014043567294790603,4100804.0,2050402.0,0.0,24.0,12.0,0.01718340514099593,1,0.0
CP002,2023-07-01,chokepoint,Panama Canal,,2878560.0,2.0,17.0,16.0,2878560.0,5.0,17.0,16.0,7.0,16.0,16.0,16.0,0.01384487072560467,0.025152316358196265,5757120.0,2878560.0,0.0,34.0,17.0,0.02450909939992145,1,0.0
