node_id,node_type,metric,months,active_months,mean,std,coefficient_of_variation,min,max,lag1_autocorrelation,mean_absolute_monthly_change
LNGN0364,terminal,total_route_exposure,60,1,0.016666666666666666,0.12909944487358058,7.745966692414835,0.0,1.0,-0.017241379310344834,0.03389830508474576
LNGN0364,terminal,total_degree,60,1,0.016666666666666666,0.12909944487358058,7.745966692414835,0.0,1.0,-0.017241379310344834,0.03389830508474576
LNGN0364,terminal,total_strength,60,1,2900.0,22463.30340800302,7.745966692414834,0.0,174000.0,-0.01724137931034482,5898.3050847457625
LNGN0364,terminal,betweenness,60,1,0.0,0.0,,0.0,0.0,,0.0
LNGN0364,terminal,pagerank,60,1,0.00010200722534421806,0.0007901445699019674,7.745966692414834,0.0,0.006120433520653084,-0.01724137931034481,0.00020747232273400285
LNGN0364,terminal,eigenvector,60,1,6.164701957601721e-05,0.00047751576032247455,7.745966692414833,0.0,0.003698821174561033,-0.017241379310344834,0.00012538376862918755
LNGN0364,terminal,share_monthly_network_flow,60,1,2.464434471435233e-05,0.0001908942733137627,7.745966692414834,0.0,0.0014786606828611397,-0.017241379310344827,5.012409094444541e-05
LNGN0372,terminal,node_throughput,60,16,53148.35,93712.39404794574,1.763223017232816,0.0,368682.0,-0.09515004324757077,86132.2372881356
LNGN0372,terminal,total_voyages,60,16,0.3,0.5304299503265155,1.7680998344217185,0.0,2.0,-0.09034907597535927,0.4745762711864407
LNGN0372,terminal,total_route_exposure,60,16,0.2833333333333333,0.4903014177279,1.7304755919808235,0.0,2.0,-0.06370192307692307,0.4406779661016949
LNGN0372,terminal,total_degree,60,16,0.2833333333333333,0.4903014177279,1.7304755919808235,0.0,2.0,-0.06370192307692307,0.4406779661016949
LNGN0372,terminal,total_strength,60,16,53148.35,93712.39404794574,1.763223017232816,0.0,368682.0,-0.09515004324757077,86132.2372881356
LNGN0372,terminal,betweenness,60,16,0.0,0.0,,0.0,0.0,,0.0
LNGN0372,terminal,pagerank,60,16,0.002420718971691895,0.0041840355340621235,1.72842679509295,0.0,0.015406495898777562,-0.024902013013056383,0.003853864476087652
LNGN0372,terminal,eigenvector,60,16,0.00016829297381587227,0.0005129129367213442,3.0477382691122763,0.0,0.0027534664491462428,-0.003938385733226984,0.0003004845792235235
LNGN0372,terminal,share_monthly_network_flow,60,16,0.0006885684593563682,0.0012816609671957046,1.8613413812095359,0.0,0.00533019465559334,-0.0778864789669414,0.0011456087489394784
LNGN0374,terminal,node_throughput,60,58,556999.3833333333,268489.20595833776,0.48202783340903954,0.0,1175300.0,0.15075470511859596,277685.0169491525
LNGN0374,terminal,total_voyages,60,58,3.466666666666667,1.6719689668138882,0.4822987404270831,0.0,7.0,0.1796582260316406,1.6779661016949152
LNGN0374,terminal,total_route_exposure,60,58,2.35,1.0865120683067775,0.46234556098160745,0.0,5.0,0.2087867420810338,1.0508474576271187
LNGN0374,terminal,total_degree,60,58,2.35,1.0865120683067775,0.46234556098160745,0.0,5.0,0.2087867420810338,1.0508474576271187
LNGN0374,terminal,total_strength,60,58,556999.3833333333,268489.20595833776,0.48202783340903954,0.0,1175300.0,0.15075470511859596,277685.0169491525
LNGN0374,terminal,betweenness,60,58,0.0,0.0,,0.0,0.0,,0.0
LNGN0374,terminal,pagerank,60,58,0.008413495895713939,0.002554835326341282,0.3036591873352888,0.0,0.014989892560525648,0.15940193017122578,0.0020278980956817236
LNGN0374,terminal,eigenvector,60,58,0.00047594007042183,0.0014934911306885134,3.137981488645868,0.0,0.008263244950354447,-0.07495067086840636,0.0008267146404001938
LNGN0374,terminal,share_monthly_network_flow,60,58,0.006818587114505243,0.003823764275914768,0.5607854254410622,0.0,0.017583038015530628,0.2528792079172737,0.0034752819156787292
LNGN0378,terminal,node_throughput,60,46,231861.66666666666,178900.88828086798,0.7715845868479106,0.0,604000.0,0.5473352767714442,123515.25423728813
LNGN0378,terminal,total_voyages,60,46,3.033333333333333,2.3503816254622856,0.774851085317237,0.0,8.0,0.5577684976978264,1.5932203389830508
