node_id,node_type,metric,mean_rank,median_rank,best_rank,worst_rank,rank_std,mean_percentile_rank,top_5pct_months,top_10pct_months,top_20pct_months,months_observed,top_5pct_share,top_10pct_share,top_20pct_share
CP002,chokepoint,share_monthly_network_flow,16.3,13.0,1.0,57.0,11.290163710512328,0.9168894830659536,17,46,56,60,0.2833333333333333,0.7666666666666667,0.9333333333333333
CP002,chokepoint,total_degree,8.35,7.0,1.0,25.0,4.905289431499395,0.9521836007130126,48,57,60,60,0.8,0.95,1.0
CP002,chokepoint,total_route_exposure,11.633333333333333,10.0,1.0,56.0,8.839370072399738,0.9323529411764705,33,54,59,60,0.55,0.9,0.9833333333333333
CP002,chokepoint,total_strength,11.75,10.0,1.0,47.0,7.473399154016481,0.9415329768270945,31,54,59,60,0.5166666666666667,0.9,0.9833333333333333
CP002,chokepoint,total_voyages,15.266666666666667,13.0,1.0,58.0,10.518533549055158,0.9137254901960784,18,46,57,60,0.3,0.7666666666666667,0.95
CP003,chokepoint,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
CP003,chokepoint,eigenvector,85.76666666666667,95.0,1.0,127.0,33.84829899171843,0.2760249554367202,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
CP003,chokepoint,node_throughput,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP003,chokepoint,pagerank,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP003,chokepoint,share_monthly_network_flow,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP003,chokepoint,total_degree,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP003,chokepoint,total_route_exposure,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP003,chokepoint,total_strength,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP003,chokepoint,total_voyages,97.53333333333333,95.0,73.0,127.0,13.497603888633842,0.2445632798573975,0,0,0,60,0.0,0.0,0.0
CP004,chokepoint,betweenness,4.783333333333333,4.0,2.0,18.0,2.9116462037512734,0.9797237076648841,57,60,60,60,0.95,1.0,1.0
CP004,chokepoint,eigenvector,4.566666666666666,4.0,1.0,59.0,7.300723592340105,0.9229055258467024,58,59,59,60,0.9666666666666667,0.9833333333333333,0.9833333333333333
CP004,chokepoint,node_throughput,9.333333333333334,7.0,3.0,47.0,7.48935214022054,0.9529411764705883,46,55,59,60,0.7666666666666667,0.9166666666666666,0.9833333333333333
CP004,chokepoint,pagerank,14.5,11.5,5.0,45.0,8.830801257386424,0.9278074866310161,27,49,57,60,0.45,0.8166666666666667,0.95
CP004,chokepoint,share_monthly_network_flow,9.333333333333334,7.0,3.0,47.0,7.48935214022054,0.9529411764705883,46,55,59,60,0.7666666666666667,0.9166666666666666,0.9833333333333333
CP004,chokepoint,total_degree,17.116666666666667,17.0,5.0,33.0,6.488821330556652,0.8963903743315508,12,37,60,60,0.2,0.6166666666666667,1.0
CP004,chokepoint,total_route_exposure,10.7,8.0,3.0,49.0,8.143417847396025,0.9390374331550803,41,54,59,60,0.6833333333333333,0.9,0.9833333333333333
CP004,chokepoint,total_strength,7.283333333333333,6.0,2.0,31.0,4.708778914968985,0.9639483065953655,52,58,60,60,0.8666666666666667,0.9666666666666667,1.0
CP004,chokepoint,total_voyages,9.8,8.0,3.0,40.0,6.978902832520505,0.9464349376114083,45,54,59,60,0.75,0.9,0.9833333333333333
CP005,chokepoint,betweenness,5.15,4.0,1.0,13.0,2.962048077523274,0.9776292335115865,53,60,60,60,0.8833333333333333,1.0,1.0
CP005,chokepoint,eigenvector,3.3666666666666667,3.0,1.0,21.0,2.5642038224247803,0.9293226381461676,59,59,60,60,0.9833333333333333,0.9833333333333333,1.0
CP005,chokepoint,node_throughput,5.566666666666666,4.0,3.0,36.0,4.6518327595259565,0.9755793226381461,55,59,60,60,0.9166666666666666,0.9833333333333333,1.0
