node_id,node_type,metric,mean_rank,median_rank,best_rank,worst_rank,rank_std,mean_percentile_rank,top_5pct_months,top_10pct_months,top_20pct_months,months_observed,top_5pct_share,top_10pct_share,top_20pct_share
LNGN0070,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0070,terminal,eigenvector,40.78333333333333,43.5,1.0,100.0,23.191970897797667,0.7019162210338681,8,11,26,60,0.13333333333333333,0.18333333333333332,0.43333333333333335
LNGN0070,terminal,node_throughput,26.8,15.0,8.0,100.0,24.387270922570394,0.8342245989304813,5,41,46,60,0.08333333333333333,0.6833333333333333,0.7666666666666667
LNGN0070,terminal,pagerank,77.6,76.0,58.0,100.0,9.976582751114263,0.5122994652406417,0,0,0,60,0.0,0.0,0.0
LNGN0070,terminal,share_monthly_network_flow,26.8,15.0,8.0,100.0,24.387270922570394,0.8342245989304813,5,41,46,60,0.08333333333333333,0.6833333333333333,0.7666666666666667
LNGN0070,terminal,total_degree,23.733333333333334,15.0,4.0,100.0,22.946412641355177,0.830035650623886,13,40,51,60,0.21666666666666667,0.6666666666666666,0.85
LNGN0070,terminal,total_route_exposure,23.333333333333332,13.0,2.0,100.0,23.76984749041344,0.8400178253119429,18,42,50,60,0.3,0.7,0.8333333333333334
LNGN0070,terminal,total_strength,31.516666666666666,21.0,12.0,100.0,22.392864834143623,0.8090909090909091,0,21,46,60,0.0,0.35,0.7666666666666667
LNGN0070,terminal,total_voyages,25.516666666666666,14.0,7.0,100.0,23.783979558009616,0.8290106951871657,7,42,46,60,0.11666666666666667,0.7,0.7666666666666667
LNGN0074,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0074,terminal,eigenvector,79.55,88.5,1.0,127.0,33.15113056333251,0.3442067736185383,7,7,8,60,0.11666666666666667,0.11666666666666667,0.13333333333333333
LNGN0074,terminal,node_throughput,92.66666666666667,93.5,59.0,127.0,14.091308376137846,0.3125222816399287,0,0,0,60,0.0,0.0,0.0
LNGN0074,terminal,pagerank,88.8,89.0,32.0,127.0,18.116197453370052,0.33444741532976824,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0074,terminal,share_monthly_network_flow,92.66666666666667,93.5,59.0,127.0,14.091308376137846,0.3125222816399287,0,0,0,60,0.0,0.0,0.0
LNGN0074,terminal,total_degree,88.41666666666667,89.0,48.0,127.0,18.364752225221693,0.3127005347593583,0,0,0,60,0.0,0.0,0.0
LNGN0074,terminal,total_route_exposure,89.81666666666666,89.0,52.0,127.0,16.700240195843595,0.3109180035650624,0,0,0,60,0.0,0.0,0.0
LNGN0074,terminal,total_strength,92.88333333333334,93.5,62.0,127.0,13.817321071102056,0.3114973262032086,0,0,0,60,0.0,0.0,0.0
LNGN0074,terminal,total_voyages,91.2,91.5,57.0,127.0,15.007116955699184,0.3068627450980392,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0075,terminal,eigenvector,85.73333333333333,95.0,1.0,127.0,33.83502681464907,0.2800356506238859,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0075,terminal,node_throughput,96.91666666666667,95.0,63.0,127.0,14.209440245498609,0.25120320855614975,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,pagerank,97.13333333333334,95.0,73.0,127.0,13.776012887386774,0.24955436720142601,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,share_monthly_network_flow,96.91666666666667,95.0,63.0,127.0,14.209440245498609,0.25120320855614975,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,total_degree,96.73333333333333,95.0,52.0,127.0,14.716376979828611,0.25062388591800355,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,total_route_exposure,96.86666666666666,95.0,60.0,127.0,14.335527358027973,0.25026737967914436,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,total_strength,96.95,95.0,65.0,127.0,14.130655459985347,0.2511140819964349,0,0,0,60,0.0,0.0,0.0
LNGN0075,terminal,total_voyages,96.91666666666667,95.0,63.0,127.0,14.209440245498609,0.2501336898395722,0,0,0,60,0.0,0.0,0.0
LNGN0076,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0076,terminal,eigenvector,80.58333333333333,89.5,1.0,119.0,32.608770613194764,0.34728163992869876,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0076,terminal,node_throughput,89.46666666666667,93.5,27.0,123.0,18.555885965234925,0.33284313725490194,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0076,terminal,pagerank,86.86666666666666,90.0,19.0,123.0,21.889914608831184,0.34759358288770054,0,1,4,60,0.0,0.016666666666666666,0.06666666666666667
LNGN0076,terminal,share_monthly_network_flow,89.46666666666667,93.5,27.0,123.0,18.555885965234925,0.33284313725490194,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0076,terminal,total_degree,84.71666666666667,89.5,21.0,123.0,23.281688204460544,0.33827985739750444,0,0,3,60,0.0,0.0,0.05
LNGN0076,terminal,total_route_exposure,86.9,89.5,19.0,123.0,20.63787861913876,0.3309714795008913,0,1,3,60,0.0,0.016666666666666666,0.05
LNGN0076,terminal,total_strength,89.81666666666666,93.5,33.0,123.0,17.784483492846924,0.33106060606060606,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0076,terminal,total_voyages,88.23333333333333,90.0,24.0,123.0,19.047991723553555,0.3267825311942959,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0079,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0079,terminal,eigenvector,66.48333333333333,81.0,1.0,125.0,39.77755591790752,0.44006238859180036,7,10,21,60,0.11666666666666667,0.16666666666666666,0.35
LNGN0079,terminal,node_throughput,89.58333333333333,88.5,47.0,125.0,17.11802664322591,0.36715686274509807,0,0,0,60,0.0,0.0,0.0
LNGN0079,terminal,pagerank,84.93333333333334,87.0,11.0,125.0,21.676251682559187,0.39380570409982174,0,1,2,60,0.0,0.016666666666666666,0.03333333333333333
LNGN0079,terminal,share_monthly_network_flow,89.58333333333333,88.5,47.0,125.0,17.11802664322591,0.36715686274509807,0,0,0,60,0.0,0.0,0.0
LNGN0079,terminal,total_degree,81.63333333333334,86.5,35.0,125.0,23.685772506064467,0.3734848484848485,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0079,terminal,total_route_exposure,84.25,86.5,41.0,125.0,21.082264214423926,0.3670231729055259,0,0,0,60,0.0,0.0,0.0
LNGN0079,terminal,total_strength,89.98333333333333,88.5,49.0,125.0,16.546279900058305,0.3651960784313726,0,0,0,60,0.0,0.0,0.0
LNGN0079,terminal,total_voyages,86.83333333333333,87.5,40.0,125.0,18.869010255511512,0.3602941176470588,0,0,0,60,0.0,0.0,0.0
LNGN0081,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0081,terminal,eigenvector,68.71666666666667,81.0,1.0,125.0,37.28956398137291,0.45481283422459895,7,7,18,60,0.11666666666666667,0.11666666666666667,0.3
LNGN0081,terminal,node_throughput,88.45,87.5,42.0,125.0,18.521105688705614,0.38676470588235295,0,0,0,60,0.0,0.0,0.0
LNGN0081,terminal,pagerank,79.13333333333334,85.5,31.0,125.0,25.968994985654952,0.4376114081996435,0,0,4,60,0.0,0.0,0.06666666666666667
LNGN0081,terminal,share_monthly_network_flow,88.45,87.5,42.0,125.0,18.521105688705614,0.38676470588235295,0,0,0,60,0.0,0.0,0.0
LNGN0081,terminal,total_degree,79.98333333333333,85.5,39.0,125.0,24.098309714032776,0.389349376114082,0,0,0,60,0.0,0.0,0.0
LNGN0081,terminal,total_route_exposure,82.48333333333333,85.5,33.0,125.0,21.957193845797352,0.38538324420677367,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0081,terminal,total_strength,88.83333333333333,87.5,44.0,125.0,18.078141747412765,0.38489304812834224,0,0,0,60,0.0,0.0,0.0
LNGN0081,terminal,total_voyages,85.23333333333333,86.5,41.0,125.0,19.42771623717236,0.3771390374331551,0,0,0,60,0.0,0.0,0.0
LNGN0083,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0083,terminal,eigenvector,65.7,73.5,1.0,127.0,34.875225532348935,0.47807486631016044,7,7,17,60,0.11666666666666667,0.11666666666666667,0.2833333333333333
LNGN0083,terminal,node_throughput,77.2,83.0,22.0,127.0,23.863879520369526,0.45245098039215687,0,0,5,60,0.0,0.0,0.08333333333333333
LNGN0083,terminal,pagerank,86.91666666666667,86.0,61.0,127.0,12.784115762117029,0.3744206773618538,0,0,0,60,0.0,0.0,0.0
LNGN0083,terminal,share_monthly_network_flow,77.2,83.0,22.0,127.0,23.863879520369526,0.45245098039215687,0,0,5,60,0.0,0.0,0.08333333333333333
LNGN0083,terminal,total_degree,68.08333333333333,77.0,12.0,127.0,31.098690182601686,0.47277183600713013,0,4,15,60,0.0,0.06666666666666667,0.25
LNGN0083,terminal,total_route_exposure,72.28333333333333,79.5,16.0,127.0,26.874530609486484,0.45650623885918,0,1,9,60,0.0,0.016666666666666666,0.15
LNGN0083,terminal,total_strength,78.0,83.0,29.0,127.0,22.891046284519195,0.4483511586452763,0,0,3,60,0.0,0.0,0.05
LNGN0083,terminal,total_voyages,75.48333333333333,82.5,21.0,127.0,24.453686191688607,0.44420677361853833,0,0,6,60,0.0,0.0,0.1
LNGN0085,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0085,terminal,eigenvector,11.366666666666667,10.5,1.0,57.0,8.362480101401001,0.8864973262032085,30,57,58,60,0.5,0.95,0.9666666666666667
LNGN0085,terminal,node_throughput,53.93333333333333,52.0,25.0,86.0,16.26045078978457,0.7120320855614973,0,0,14,60,0.0,0.0,0.23333333333333334
LNGN0085,terminal,pagerank,75.86666666666666,75.5,53.0,99.0,9.956629112146143,0.5396167557932263,0,0,0,60,0.0,0.0,0.0
LNGN0085,terminal,share_monthly_network_flow,53.93333333333333,52.0,25.0,86.0,16.26045078978457,0.7120320855614973,0,0,14,60,0.0,0.0,0.23333333333333334
LNGN0085,terminal,total_degree,46.25,45.0,18.0,81.0,13.03011505340934,0.6659982174688057,0,1,16,60,0.0,0.016666666666666666,0.26666666666666666
LNGN0085,terminal,total_route_exposure,37.916666666666664,38.5,15.0,81.0,12.971012880312891,0.7545008912655972,0,3,30,60,0.0,0.05,0.5
LNGN0085,terminal,total_strength,55.6,53.0,30.0,86.0,15.118963286133662,0.7031639928698752,0,0,9,60,0.0,0.0,0.15
LNGN0085,terminal,total_voyages,42.55,42.0,19.0,81.0,13.468639028800784,0.7397058823529412,0,1,26,60,0.0,0.016666666666666666,0.43333333333333335
LNGN0087,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0087,terminal,eigenvector,82.51666666666667,92.5,1.0,127.0,33.31131617499876,0.3064171122994653,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0087,terminal,node_throughput,96.45,95.0,73.0,127.0,12.444350702498696,0.2627896613190731,0,0,0,60,0.0,0.0,0.0
LNGN0087,terminal,pagerank,95.23333333333333,94.0,73.0,127.0,13.005040309292696,0.2696078431372549,0,0,0,60,0.0,0.0,0.0
LNGN0087,terminal,share_monthly_network_flow,96.45,95.0,73.0,127.0,12.444350702498696,0.2627896613190731,0,0,0,60,0.0,0.0,0.0
LNGN0087,terminal,total_degree,94.3,94.0,59.0,127.0,14.453080136210719,0.26613190730837794,0,0,0,60,0.0,0.0,0.0
LNGN0087,terminal,total_route_exposure,94.96666666666667,94.0,68.0,127.0,13.367005504532127,0.264349376114082,0,0,0,60,0.0,0.0,0.0
LNGN0087,terminal,total_strength,96.48333333333333,95.0,73.0,127.0,12.440354873496624,0.26265597147950087,0,0,0,60,0.0,0.0,0.0
LNGN0087,terminal,total_voyages,95.55,94.0,73.0,127.0,12.747116656359886,0.2627896613190731,0,0,0,60,0.0,0.0,0.0
LNGN0097,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0097,terminal,eigenvector,52.81666666666667,57.0,1.0,89.0,22.698832693548752,0.6512477718360071,7,7,12,60,0.11666666666666667,0.11666666666666667,0.2
LNGN0097,terminal,node_throughput,39.21666666666667,31.0,11.0,89.0,20.917992957703444,0.7770944741532977,0,7,36,60,0.0,0.11666666666666667,0.6
LNGN0097,terminal,pagerank,40.71666666666667,39.0,13.0,89.0,16.920643962048125,0.7695187165775401,0,4,28,60,0.0,0.06666666666666667,0.4666666666666667
LNGN0097,terminal,share_monthly_network_flow,39.21666666666667,31.0,11.0,89.0,20.917992957703444,0.7770944741532977,0,7,36,60,0.0,0.11666666666666667,0.6
LNGN0097,terminal,total_degree,57.6,57.0,33.0,89.0,11.923769168616134,0.5749554367201426,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0097,terminal,total_route_exposure,38.75,34.0,17.0,89.0,16.840855286465146,0.7421568627450981,0,1,35,60,0.0,0.016666666666666666,0.5833333333333334
LNGN0097,terminal,total_strength,42.166666666666664,34.0,11.0,89.0,19.23641203609963,0.761319073083779,0,2,35,60,0.0,0.03333333333333333,0.5833333333333334
LNGN0097,terminal,total_voyages,36.233333333333334,30.5,10.0,89.0,19.15181689541439,0.7679590017825312,1,10,38,60,0.016666666666666666,0.16666666666666666,0.6333333333333333
LNGN0098,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0098,terminal,eigenvector,74.43333333333334,84.5,1.0,118.0,32.3248168643031,0.41706773618538323,7,7,8,60,0.11666666666666667,0.11666666666666667,0.13333333333333333
LNGN0098,terminal,node_throughput,87.35,88.0,46.0,118.0,15.215764572489404,0.38618538324420676,0,0,0,60,0.0,0.0,0.0
LNGN0098,terminal,pagerank,81.3,85.5,31.0,118.0,18.21370316686992,0.4191622103386809,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0098,terminal,share_monthly_network_flow,87.35,88.0,46.0,118.0,15.215764572489404,0.38618538324420676,0,0,0,60,0.0,0.0,0.0
LNGN0098,terminal,total_degree,76.98333333333333,84.0,23.0,118.0,22.107205410757963,0.40053475935828875,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0098,terminal,total_route_exposure,80.36666666666666,84.0,38.0,118.0,18.91369037538204,0.39166666666666666,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0098,terminal,total_strength,87.78333333333333,88.0,52.0,118.0,14.55916237424214,0.3839572192513369,0,0,0,60,0.0,0.0,0.0
LNGN0098,terminal,total_voyages,83.63333333333334,87.0,42.0,118.0,16.078163596405165,0.3802139037433155,0,0,0,60,0.0,0.0,0.0
LNGN0100,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0100,terminal,eigenvector,74.65,83.5,1.0,125.0,29.660694187105882,0.40115864527629236,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0100,terminal,node_throughput,79.66666666666667,85.5,28.0,125.0,19.904574609759432,0.407397504456328,0,0,3,60,0.0,0.0,0.05
LNGN0100,terminal,pagerank,77.9,85.5,27.0,125.0,21.703471564846527,0.41729055258467024,0,0,4,60,0.0,0.0,0.06666666666666667
LNGN0100,terminal,share_monthly_network_flow,79.66666666666667,85.5,28.0,125.0,19.904574609759432,0.407397504456328,0,0,3,60,0.0,0.0,0.05
LNGN0100,terminal,total_degree,80.0,85.5,38.0,125.0,18.06110156747114,0.3668003565062389,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0100,terminal,total_route_exposure,78.13333333333334,85.5,33.0,125.0,20.855813859722957,0.3979055258467023,0,0,4,60,0.0,0.0,0.06666666666666667
LNGN0100,terminal,total_strength,80.3,85.5,33.0,125.0,18.9202608646509,0.4040106951871658,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0100,terminal,total_voyages,78.73333333333333,85.5,27.0,125.0,20.76328789700189,0.3994206773618538,0,0,3,60,0.0,0.0,0.05
LNGN0101,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0101,terminal,eigenvector,71.43333333333334,82.5,1.0,125.0,33.76557602490716,0.41403743315508024,7,7,10,60,0.11666666666666667,0.11666666666666667,0.16666666666666666
LNGN0101,terminal,node_throughput,88.11666666666666,88.0,50.0,125.0,15.812558478934317,0.3587344028520499,0,0,0,60,0.0,0.0,0.0
LNGN0101,terminal,pagerank,89.8,89.0,62.0,125.0,12.78876625687096,0.33057040998217474,0,0,0,60,0.0,0.0,0.0
LNGN0101,terminal,share_monthly_network_flow,88.11666666666666,88.0,50.0,125.0,15.812558478934317,0.3587344028520499,0,0,0,60,0.0,0.0,0.0
LNGN0101,terminal,total_degree,80.86666666666666,86.5,30.0,125.0,23.351744149040773,0.3720588235294118,0,0,5,60,0.0,0.0,0.08333333333333333
LNGN0101,terminal,total_route_exposure,83.48333333333333,86.5,34.0,125.0,19.860950244959792,0.3631461675579323,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0101,terminal,total_strength,88.4,88.0,51.0,125.0,15.395574975088111,0.3573529411764706,0,0,0,60,0.0,0.0,0.0
LNGN0101,terminal,total_voyages,85.93333333333334,87.0,43.0,125.0,16.962437731213953,0.35396613190730836,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0102,terminal,eigenvector,83.36666666666666,93.5,1.0,127.0,32.27055469874931,0.31434937611408204,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0102,terminal,node_throughput,93.21666666666667,92.0,67.0,127.0,11.71134704965719,0.292379679144385,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,pagerank,93.15,91.5,73.0,127.0,11.533040230102062,0.2929144385026738,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,share_monthly_network_flow,93.21666666666667,92.0,67.0,127.0,11.71134704965719,0.292379679144385,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,total_degree,90.75,91.0,60.0,127.0,14.647988234635974,0.2880124777183601,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,total_route_exposure,92.43333333333334,91.0,73.0,127.0,12.188305963499893,0.2835115864527629,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,total_strength,93.3,92.5,67.0,127.0,11.659432785575634,0.29193404634581105,0,0,0,60,0.0,0.0,0.0
LNGN0102,terminal,total_voyages,93.21666666666667,92.5,66.0,127.0,11.779171025861594,0.2827094474153297,0,0,0,60,0.0,0.0,0.0
LNGN0103,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0103,terminal,eigenvector,71.9,78.5,1.0,114.0,31.056918768445634,0.4640819964349376,7,7,8,60,0.11666666666666667,0.11666666666666667,0.13333333333333333
LNGN0103,terminal,node_throughput,79.35,79.0,48.0,114.0,16.25206636144921,0.4805704099821747,0,0,0,60,0.0,0.0,0.0
LNGN0103,terminal,pagerank,83.06666666666666,83.0,61.0,114.0,11.955945498719945,0.4253119429590018,0,0,0,60,0.0,0.0,0.0
LNGN0103,terminal,share_monthly_network_flow,79.35,79.0,48.0,114.0,16.25206636144921,0.4805704099821747,0,0,0,60,0.0,0.0,0.0
LNGN0103,terminal,total_degree,63.733333333333334,60.5,22.0,114.0,24.612155372709545,0.5076648841354724,0,0,12,60,0.0,0.0,0.2
LNGN0103,terminal,total_route_exposure,69.5,68.5,34.0,114.0,20.704130432093798,0.4877450980392157,0,0,2,60,0.0,0.0,0.03333333333333333
LNGN0103,terminal,total_strength,80.2,79.5,51.0,114.0,15.39073020591247,0.47624777183600714,0,0,0,60,0.0,0.0,0.0
LNGN0103,terminal,total_voyages,74.48333333333333,73.0,43.0,114.0,17.604402056060085,0.47045454545454546,0,0,0,60,0.0,0.0,0.0
LNGN0108,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0108,terminal,eigenvector,64.25,78.5,1.0,119.0,39.407314558060996,0.46243315508021393,7,12,22,60,0.11666666666666667,0.2,0.36666666666666664
LNGN0108,terminal,node_throughput,91.45,91.0,48.0,123.0,15.144977351684979,0.35975935828877004,0,0,0,60,0.0,0.0,0.0
LNGN0108,terminal,pagerank,85.35,85.0,46.0,123.0,17.35943547469214,0.3930035650623886,0,0,0,60,0.0,0.0,0.0
LNGN0108,terminal,share_monthly_network_flow,91.45,91.0,48.0,123.0,15.144977351684979,0.35975935828877004,0,0,0,60,0.0,0.0,0.0
LNGN0108,terminal,total_degree,81.55,84.0,43.0,123.0,21.324311740040773,0.37156862745098035,0,0,0,60,0.0,0.0,0.0
LNGN0108,terminal,total_route_exposure,84.1,84.0,34.0,123.0,19.4480620793967,0.3664438502673797,0,0,1,60,0.0,0.0,0.016666666666666666
LNGN0108,terminal,total_strength,91.71666666666667,91.0,55.0,123.0,14.59172236516035,0.35833333333333334,0,0,0,60,0.0,0.0,0.0
LNGN0108,terminal,total_voyages,86.6,86.5,47.0,123.0,17.014649719719348,0.3607843137254902,0,0,0,60,0.0,0.0,0.0
LNGN0109,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0109,terminal,eigenvector,85.25,94.5,1.0,127.0,33.53501837821351,0.29269162210338684,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0109,terminal,node_throughput,95.5,94.5,73.0,127.0,13.45740297811039,0.27598039215686276,0,0,0,60,0.0,0.0,0.0
LNGN0109,terminal,pagerank,90.33333333333333,94.0,13.0,127.0,22.83074545110403,0.3044117647058824,0,1,3,60,0.0,0.016666666666666666,0.05
LNGN0109,terminal,share_monthly_network_flow,95.5,94.5,73.0,127.0,13.45740297811039,0.27598039215686276,0,0,0,60,0.0,0.0,0.0
LNGN0109,terminal,total_degree,92.8,94.0,48.0,127.0,16.975356015836805,0.2788324420677362,0,0,0,60,0.0,0.0,0.0
LNGN0109,terminal,total_route_exposure,93.81666666666666,94.0,56.0,127.0,15.189750856200588,0.27611408199643495,0,0,0,60,0.0,0.0,0.0
LNGN0109,terminal,total_strength,95.6,94.5,73.0,127.0,13.358422722279705,0.27553475935828875,0,0,0,60,0.0,0.0,0.0
LNGN0109,terminal,total_voyages,94.68333333333334,94.0,58.0,127.0,14.18580296104939,0.2737967914438503,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0112,terminal,eigenvector,83.41666666666667,91.5,1.0,123.0,33.0783823445324,0.3373440285204991,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0112,terminal,node_throughput,95.33333333333333,94.5,73.0,122.0,13.22512588984543,0.317602495543672,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,pagerank,87.56666666666666,89.0,40.0,122.0,19.08887924249256,0.3591354723707665,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,share_monthly_network_flow,95.33333333333333,94.5,73.0,122.0,13.22512588984543,0.317602495543672,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,total_degree,85.43333333333334,89.0,43.0,122.0,21.560609615816745,0.33890374331550804,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,total_route_exposure,87.51666666666667,89.0,41.0,122.0,19.229648424531153,0.3333333333333333,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,total_strength,95.33333333333333,94.5,73.0,122.0,13.22512588984543,0.317602495543672,0,0,0,60,0.0,0.0,0.0
LNGN0112,terminal,total_voyages,89.51666666666667,90.0,48.0,122.0,17.16963388321416,0.32798573975044565,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0115,terminal,eigenvector,85.76666666666667,95.0,1.0,127.0,33.84829899171843,0.2760249554367202,7,7,7,60,0.11666666666666667,0.11666666666666667,0.11666666666666667
LNGN0115,terminal,node_throughput,97.21666666666667,95.0,73.0,127.0,13.801365280863312,0.2503565062388592,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,pagerank,96.8,95.0,50.0,127.0,14.823023777161831,0.25262923351158645,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,share_monthly_network_flow,97.21666666666667,95.0,73.0,127.0,13.801365280863312,0.2503565062388592,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,total_degree,96.96666666666667,95.0,60.0,127.0,14.336118504857264,0.25026737967914436,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,total_route_exposure,97.1,95.0,68.0,127.0,14.020203339998856,0.2499108734402852,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,total_strength,97.21666666666667,95.0,73.0,127.0,13.801365280863312,0.2503565062388592,0,0,0,60,0.0,0.0,0.0
LNGN0115,terminal,total_voyages,97.16666666666667,95.0,72.0,127.0,13.88837663838786,0.2497326203208556,0,0,0,60,0.0,0.0,0.0
LNGN0121,terminal,betweenness,21.533333333333335,22.0,18.0,24.0,1.1118265116871402,0.44777183600713016,0,2,60,60,0.0,0.03333333333333333,1.0
LNGN0121,terminal,eigenvector,35.75,29.5,1.0,90.0,24.727412223163125,0.7324420677361854,7,16,37,60,0.11666666666666667,0.26666666666666666,0.6166666666666667
LNGN0121,terminal,node_throughput,41.5,34.0,16.0,88.0,18.798214844924292,0.7597593582887701,0,3,37,60,0.0,0.05,0.6166666666666667
LNGN0121,terminal,pagerank,32.85,26.0,8.0,88.0,19.487349220995064,0.80650623885918,1,15,44,60,0.016666666666666666,0.25,0.7333333333333333
LNGN0121,terminal,share_monthly_network_flow,41.5,34.0,16.0,88.0,18.798214844924292,0.7597593582887701,0,3,37,60,0.0,0.05,0.6166666666666667
LNGN0121,terminal,total_degree,31.533333333333335,24.0,14.0,88.0,18.287225018303257,0.7733065953654189,0,10,47,60,0.0,0.16666666666666666,0.7833333333333333
LNGN0121,terminal,total_route_exposure,36.166666666666664,32.0,11.0,88.0,17.539463171989667,0.7562388591800356,0,5,42,60,0.0,0.08333333333333333,0.7
LNGN0121,terminal,total_strength,44.28333333333333,37.0,20.0,88.0,17.41039205223218,0.744964349376114,0,0,33,60,0.0,0.0,0.55
LNGN0121,terminal,total_voyages,33.916666666666664,26.0,13.0,88.0,18.82325614104564,0.7799019607843137,0,10,42,60,0.0,0.16666666666666666,0.7
