,node_throughput,total_voyages,total_route_exposure,total_degree,total_strength,betweenness,pagerank,eigenvector,share_monthly_network_flow
node_throughput,1.0,0.9892019536443079,0.9801179683695744,0.9635292358219375,1.0,,0.8895288554688637,0.8641488618715676,0.9923935913565888
total_voyages,0.9892019536443079,1.0,0.9878038078843588,0.972880980656468,0.9892019536443079,,0.8845051129639039,0.8516095261617677,0.9838645252897072
total_route_exposure,0.9801179683695744,0.9878038078843588,1.0,0.9819069555526716,0.9801179683695744,,0.8792509991477269,0.8488245908378069,0.9753792351579701
total_degree,0.9635292358219375,0.972880980656468,0.9819069555526716,1.0,0.9635292358219375,,0.8798034290173475,0.8422438644846003,0.9600739264735538
total_strength,1.0,0.9892019536443079,0.9801179683695744,0.9635292358219375,1.0,,0.8895288554688637,0.8641488618715676,0.9923935913565888
betweenness,,,,,,,,,
pagerank,0.8895288554688637,0.8845051129639039,0.8792509991477269,0.8798034290173475,0.8895288554688637,,1.0,0.7892072324253996,0.9050926025405777
eigenvector,0.8641488618715676,0.8516095261617677,0.8488245908378069,0.8422438644846003,0.8641488618715676,,0.7892072324253996,1.0,0.855027333877208
share_monthly_network_flow,0.9923935913565888,0.9838645252897072,0.9753792351579701,0.9600739264735538,0.9923935913565888,,0.9050926025405777,0.855027333877208,1.0
