period_month,metric_a,metric_b,spearman_correlation
2020-10-01,total_degree,total_strength,0.9739851965512653
2020-10-01,total_degree,betweenness,0.5547866399495954
2020-10-01,total_degree,pagerank,0.9385390300420224
2020-10-01,total_degree,eigenvector,0.8938757267287033
2020-10-01,total_degree,share_monthly_network_flow,0.9684748188605699
2020-10-01,total_strength,betweenness,0.5569739517353813
2020-10-01,total_strength,pagerank,0.9462205917377992
2020-10-01,total_strength,eigenvector,0.9278414391773531
2020-10-01,total_strength,share_monthly_network_flow,0.9977857742088133
2020-10-01,betweenness,pagerank,0.5468202530397911
2020-10-01,betweenness,eigenvector,0.5132681004367624
2020-10-01,betweenness,share_monthly_network_flow,0.5147404479396959
2020-10-01,pagerank,eigenvector,0.8980413883653199
2020-10-01,pagerank,share_monthly_network_flow,0.9407635350410778
2020-10-01,eigenvector,share_monthly_network_flow,0.924529640617483
2020-11-01,node_throughput,total_voyages,0.9901083535810392
2020-11-01,node_throughput,total_route_exposure,0.9864419913721889
2020-11-01,node_throughput,total_degree,0.9716329715802804
2020-11-01,node_throughput,total_strength,0.9983825915840475
2020-11-01,node_throughput,betweenness,0.5299524728150214
2020-11-01,node_throughput,pagerank,0.928003997769999
2020-11-01,node_throughput,eigenvector,0.9438169880565688
2020-11-01,node_throughput,share_monthly_network_flow,1.0
2020-11-01,total_voyages,total_route_exposure,0.9948055057371467
2020-11-01,total_voyages,total_degree,0.9803317820414975
2020-11-01,total_voyages,total_strength,0.9892306657121476
2020-11-01,total_voyages,betweenness,0.5324168028074325
2020-11-01,total_voyages,pagerank,0.9217145688900095
2020-11-01,total_voyages,eigenvector,0.9398617213916738
2020-11-01,total_voyages,share_monthly_network_flow,0.9901083535810392
2020-11-01,total_route_exposure,total_degree,0.9845963449160648
2020-11-01,total_route_exposure,total_strength,0.9867674035210628
2020-11-01,total_route_exposure,betweenness,0.5444100781766323
2020-11-01,total_route_exposure,pagerank,0.9247385802944198
2020-11-01,total_route_exposure,eigenvector,0.9417455589564511
2020-11-01,total_route_exposure,share_monthly_network_flow,0.9864419913721888
2020-11-01,total_degree,total_strength,0.9760906415208332
2020-11-01,total_degree,betweenness,0.5708444065682118
2020-11-01,total_degree,pagerank,0.927245158034252
2020-11-01,total_degree,eigenvector,0.9273741415315812
2020-11-01,total_degree,share_monthly_network_flow,0.9716329715802805
2020-11-01,total_strength,betweenness,0.5638696950850616
2020-11-01,total_strength,pagerank,0.9355745330940866
2020-11-01,total_strength,eigenvector,0.9456506093229933
2020-11-01,total_strength,share_monthly_network_flow,0.9983825915840475
2020-11-01,betweenness,pagerank,0.5593946461111566
2020-11-01,betweenness,eigenvector,0.5209024503223589
2020-11-01,betweenness,share_monthly_network_flow,0.5299524728150214
2020-11-01,pagerank,eigenvector,0.910926345057724
2020-11-01,pagerank,share_monthly_network_flow,0.928003997769999
2020-11-01,eigenvector,share_monthly_network_flow,0.9438169880565688
2020-12-01,node_throughput,total_voyages,0.9910190649797762
2020-12-01,node_throughput,total_route_exposure,0.9897500707153832
2020-12-01,node_throughput,total_degree,0.9765724648414906
2020-12-01,node_throughput,total_strength,0.996154328187964
2020-12-01,node_throughput,betweenness,0.515159247929617
2020-12-01,node_throughput,pagerank,0.9355625591743829
2020-12-01,node_throughput,eigenvector,
2020-12-01,node_throughput,share_monthly_network_flow,0.9999999999999999
2020-12-01,total_voyages,total_route_exposure,0.9910696302187815
2020-12-01,total_voyages,total_degree,0.9808227649437772
2020-12-01,total_voyages,total_strength,0.9886213717871717
2020-12-01,total_voyages,betweenness,0.5169549608054669
2020-12-01,total_voyages,pagerank,0.9341376874143357
2020-12-01,total_voyages,eigenvector,
2020-12-01,total_voyages,share_monthly_network_flow,0.9910190649797761
2020-12-01,total_route_exposure,total_degree,0.9840495314604013
2020-12-01,total_route_exposure,total_strength,0.9907256743024787
2020-12-01,total_route_exposure,betweenness,0.535810923929573
2020-12-01,total_route_exposure,pagerank,0.9394432005089542
2020-12-01,total_route_exposure,eigenvector,
2020-12-01,total_route_exposure,share_monthly_network_flow,0.9897500707153832
2020-12-01,total_degree,total_strength,0.9841032140480944
2020-12-01,total_degree,betweenness,0.5743168024598944
2020-12-01,total_degree,pagerank,0.948057465208732
2020-12-01,total_degree,eigenvector,
2020-12-01,total_degree,share_monthly_network_flow,0.9765724648414907
2020-12-01,total_strength,betweenness,0.5734240016803686
2020-12-01,total_strength,pagerank,0.9439992310877732
2020-12-01,total_strength,eigenvector,
2020-12-01,total_strength,share_monthly_network_flow,0.996154328187964
2020-12-01,betweenness,pagerank,0.5570467448690942
2020-12-01,betweenness,eigenvector,
2020-12-01,betweenness,share_monthly_network_flow,0.515159247929617
2020-12-01,pagerank,eigenvector,
2020-12-01,pagerank,share_monthly_network_flow,0.9355625591743828
2020-12-01,eigenvector,share_monthly_network_flow,
2021-01-01,node_throughput,total_voyages,0.998363872771359
2021-01-01,node_throughput,total_route_exposure,0.9934710978489382
2021-01-01,node_throughput,total_degree,0.9846143162014342
2021-01-01,node_throughput,total_strength,0.9983323723127651
2021-01-01,node_throughput,betweenness,0.5286202398459555
2021-01-01,node_throughput,pagerank,0.9474038872383925
2021-01-01,node_throughput,eigenvector,0.9435609428532955
2021-01-01,node_throughput,share_monthly_network_flow,1.0
2021-01-01,total_voyages,total_route_exposure,0.9958085731959463
2021-01-01,total_voyages,total_degree,0.9874787023373792
2021-01-01,total_voyages,total_strength,0.9967191081747615
2021-01-01,total_voyages,betweenness,0.5260018156318699
2021-01-01,total_voyages,pagerank,0.9467232417155317
2021-01-01,total_voyages,eigenvector,0.9379683641455256
2021-01-01,total_voyages,share_monthly_network_flow,0.998363872771359
2021-01-01,total_route_exposure,total_degree,0.987378419674211
