period_month,metric_a,metric_b,spearman_correlation
2021-09-01,total_route_exposure,pagerank,0.9098947764078983
2021-09-01,total_route_exposure,share_monthly_network_flow,0.9826848045480258
2021-09-01,total_degree,betweenness,0.5678759635515728
2021-09-01,total_degree,pagerank,0.9197529620238704
2021-09-01,total_degree,share_monthly_network_flow,0.9659134825488871
2021-09-01,betweenness,pagerank,0.5521863175686716
2021-09-01,betweenness,share_monthly_network_flow,0.5100413177413079
2021-09-01,pagerank,share_monthly_network_flow,0.909973691888472
2021-10-01,node_throughput,total_voyages,0.996414380178398
2021-10-01,node_throughput,total_route_exposure,0.9861469116663635
2021-10-01,node_throughput,total_degree,0.9727669699619031
2021-10-01,node_throughput,betweenness,0.5222308829132619
2021-10-01,node_throughput,pagerank,0.9288372659123261
2021-10-01,node_throughput,share_monthly_network_flow,0.9999999999999999
2021-10-01,total_voyages,total_route_exposure,0.9894013533306606
2021-10-01,total_voyages,total_degree,0.9792170298410424
2021-10-01,total_voyages,betweenness,0.529504188866186
2021-10-01,total_voyages,pagerank,0.9273046405941077
2021-10-01,total_voyages,share_monthly_network_flow,0.9964143801783981
2021-10-01,total_route_exposure,total_degree,0.9840334698409758
2021-10-01,total_route_exposure,betweenness,0.5443880303390709
2021-10-01,total_route_exposure,pagerank,0.9291809778073107
2021-10-01,total_route_exposure,share_monthly_network_flow,0.9861469116663635
2021-10-01,total_degree,betweenness,0.552497920017045
2021-10-01,total_degree,pagerank,0.9287327973829024
2021-10-01,total_degree,share_monthly_network_flow,0.9727669699619031
2021-10-01,betweenness,pagerank,0.557801935364708
2021-10-01,betweenness,share_monthly_network_flow,0.5222308829132619
2021-10-01,pagerank,share_monthly_network_flow,0.9288372659123261
2021-11-01,node_throughput,total_voyages,0.9933048965263488
2021-11-01,node_throughput,total_route_exposure,0.9840055847707939
2021-11-01,node_throughput,total_degree,0.9676887798892835
2021-11-01,node_throughput,betweenness,0.5278532142497215
2021-11-01,node_throughput,pagerank,0.9195043731717628
2021-11-01,node_throughput,share_monthly_network_flow,1.0
2021-11-01,total_voyages,total_route_exposure,0.9936234136463573
2021-11-01,total_voyages,total_degree,0.977387483499946
2021-11-01,total_voyages,betweenness,0.5292871881693262
2021-11-01,total_voyages,pagerank,0.912913264810626
