metric,previous_month,current_month,spearman_rank_persistence
max_dependence_generated,2024-01-01,2024-02-01,0.132940552241
max_dependence_generated,2024-02-01,2024-03-01,0.530587942666
max_dependence_generated,2024-03-01,2024-04-01,0.343888070692
max_dependence_generated,2024-04-01,2024-05-01,0.490566037736
max_dependence_generated,2024-05-01,2024-06-01,-0.326477737075
max_dependence_generated,2024-06-01,2024-07-01,-0.00943037684496
max_dependence_generated,2024-07-01,2024-08-01,0.238759995575
max_dependence_generated,2024-08-01,2024-09-01,0.416976807285
max_dependence_generated,2024-09-01,2024-10-01,-0.0160361219574
max_dependence_generated,2024-10-01,2024-11-01,0.0502134076991
max_dependence_generated,2024-11-01,2024-12-01,0.41100920343
weighted_dependence_generated,2020-01-01,2020-02-01,0.369458128079
weighted_dependence_generated,2020-02-01,2020-03-01,0.467118188057
weighted_dependence_generated,2020-03-01,2020-04-01,0.459338878682
weighted_dependence_generated,2020-04-01,2020-05-01,0.57268722467
weighted_dependence_generated,2020-05-01,2020-06-01,-0.257425898348
weighted_dependence_generated,2020-06-01,2020-07-01,0.428571428571
weighted_dependence_generated,2020-07-01,2020-08-01,-0.27433747678
weighted_dependence_generated,2020-08-01,2020-09-01,0.126245115921
weighted_dependence_generated,2020-09-01,2020-10-01,0.129033086892
weighted_dependence_generated,2020-10-01,2020-11-01,0.509838998211
weighted_dependence_generated,2020-11-01,2020-12-01,0.143498277257
weighted_dependence_generated,2020-12-01,2021-01-01,0.329160530191
weighted_dependence_generated,2021-01-01,2021-02-01,0.466300904563
weighted_dependence_generated,2021-02-01,2021-03-01,0.239649365077
weighted_dependence_generated,2021-03-01,2021-04-01,-0.0753353973168
weighted_dependence_generated,2021-04-01,2021-05-01,0.436542080826
weighted_dependence_generated,2021-05-01,2021-06-01,0.407081417157
weighted_dependence_generated,2021-06-01,2021-07-01,0.496675249421
weighted_dependence_generated,2021-07-01,2021-08-01,0.472406308908
weighted_dependence_generated,2021-08-01,2021-09-01,0.0529801467935
weighted_dependence_generated,2021-09-01,2021-10-01,0.684540040993
weighted_dependence_generated,2021-10-01,2021-11-01,0.501226993865
weighted_dependence_generated,2021-11-01,2021-12-01,0.516012396694
weighted_dependence_generated,2021-12-01,2022-01-01,0.469798720325
weighted_dependence_generated,2022-01-01,2022-02-01,0.344026267018
weighted_dependence_generated,2022-02-01,2022-03-01,0.314497263786
weighted_dependence_generated,2022-03-01,2022-04-01,0.395252837977
weighted_dependence_generated,2022-04-01,2022-05-01,0.426212590299
weighted_dependence_generated,2022-05-01,2022-06-01,0.403007518797
weighted_dependence_generated,2022-06-01,2022-07-01,0.255735256897
weighted_dependence_generated,2022-07-01,2022-08-01,0.00714517738237
weighted_dependence_generated,2022-08-01,2022-09-01,0.127272727273
weighted_dependence_generated,2022-09-01,2022-10-01,0.219706429851
weighted_dependence_generated,2022-10-01,2022-11-01,-0.110230643016
weighted_dependence_generated,2022-11-01,2022-12-01,0.294859120119
weighted_dependence_generated,2022-12-01,2023-01-01,0.190744920993
weighted_dependence_generated,2023-01-01,2023-02-01,0.518999702592
weighted_dependence_generated,2023-02-01,2023-03-01,0.208918792799
weighted_dependence_generated,2023-03-01,2023-04-01,0.226086956522
weighted_dependence_generated,2023-04-01,2023-05-01,0.292207792208
weighted_dependence_generated,2023-05-01,2023-06-01,0.390084810265
weighted_dependence_generated,2023-06-01,2023-07-01,0.287453801098
weighted_dependence_generated,2023-07-01,2023-08-01,0.375494071146
weighted_dependence_generated,2023-08-01,2023-09-01,-0.0592885375494
weighted_dependence_generated,2023-09-01,2023-10-01,0.415019762846
weighted_dependence_generated,2023-10-01,2023-11-01,0.331051009928
weighted_dependence_generated,2023-11-01,2023-12-01,0.359928838734
weighted_dependence_generated,2023-12-01,2024-01-01,0.363858363858
weighted_dependence_generated,2024-01-01,2024-02-01,-0.159951159951
weighted_dependence_generated,2024-02-01,2024-03-01,0.316293388107
weighted_dependence_generated,2024-03-01,2024-04-01,0.0842490842491
weighted_dependence_generated,2024-04-01,2024-05-01,0.462241665437
weighted_dependence_generated,2024-05-01,2024-06-01,-0.191049280152
weighted_dependence_generated,2024-06-01,2024-07-01,0.109268344685
weighted_dependence_generated,2024-07-01,2024-08-01,0.0572357995967
weighted_dependence_generated,2024-08-01,2024-09-01,0.100161414285
weighted_dependence_generated,2024-09-01,2024-10-01,0.0161455230506
weighted_dependence_generated,2024-10-01,2024-11-01,0.167355371901
weighted_dependence_generated,2024-11-01,2024-12-01,0.108983799705
country_terminal_dependence,2020-01-01,2020-02-01,0.853209121517
country_terminal_dependence,2020-02-01,2020-03-01,0.869075144509
country_terminal_dependence,2020-03-01,2020-04-01,0.875941587427
country_terminal_dependence,2020-04-01,2020-05-01,0.75575414182
country_terminal_dependence,2020-05-01,2020-06-01,0.826610832646
country_terminal_dependence,2020-06-01,2020-07-01,0.816801619433
country_terminal_dependence,2020-07-01,2020-08-01,0.838418972332
country_terminal_dependence,2020-08-01,2020-09-01,0.78574087863
country_terminal_dependence,2020-09-01,2020-10-01,0.768379235458
country_terminal_dependence,2020-10-01,2020-11-01,0.862315098221
country_terminal_dependence,2020-11-01,2020-12-01,0.893512365117
country_terminal_dependence,2020-12-01,2021-01-01,0.896221058913
country_terminal_dependence,2021-01-01,2021-02-01,0.724315235653
country_terminal_dependence,2021-02-01,2021-03-01,0.820556955564
country_terminal_dependence,2021-03-01,2021-04-01,0.82585622069
country_terminal_dependence,2021-04-01,2021-05-01,0.866346484207
country_terminal_dependence,2021-05-01,2021-06-01,0.888450073911
country_terminal_dependence,2021-06-01,2021-07-01,0.875205289385
country_terminal_dependence,2021-07-01,2021-08-01,0.895012582751
country_terminal_dependence,2021-08-01,2021-09-01,0.89325044405
country_terminal_dependence,2021-09-01,2021-10-01,0.881038560741
country_terminal_dependence,2021-10-01,2021-11-01,0.900993926008
country_terminal_dependence,2021-11-01,2021-12-01,0.904837470444
country_terminal_dependence,2021-12-01,2022-01-01,0.855371206911
country_terminal_dependence,2022-01-01,2022-02-01,0.837509188747
country_terminal_dependence,2022-02-01,2022-03-01,0.862810004126
country_terminal_dependence,2022-03-01,2022-04-01,0.803185712835
country_terminal_dependence,2022-04-01,2022-05-01,0.870240870241
country_terminal_dependence,2022-05-01,2022-06-01,0.855485287005
country_terminal_dependence,2022-06-01,2022-07-01,0.925312725661
country_terminal_dependence,2022-07-01,2022-08-01,0.892629071408
country_terminal_dependence,2022-08-01,2022-09-01,0.762432906953
country_terminal_dependence,2022-09-01,2022-10-01,0.76568773458
country_terminal_dependence,2022-10-01,2022-11-01,0.855954548308
country_terminal_dependence,2022-11-01,2022-12-01,0.888026607539
country_terminal_dependence,2022-12-01,2023-01-01,0.935409401272
country_terminal_dependence,2023-01-01,2023-02-01,0.811430969052
country_terminal_dependence,2023-02-01,2023-03-01,0.820506066571
country_terminal_dependence,2023-03-01,2023-04-01,0.860280353489
country_terminal_dependence,2023-04-01,2023-05-01,0.875207918537
country_terminal_dependence,2023-05-01,2023-06-01,0.889153396216
country_terminal_dependence,2023-06-01,2023-07-01,0.872793984895
country_terminal_dependence,2023-07-01,2023-08-01,0.805412317316
country_terminal_dependence,2023-08-01,2023-09-01,0.812662837453
country_terminal_dependence,2023-09-01,2023-10-01,0.785958985559
country_terminal_dependence,2023-10-01,2023-11-01,0.876193483477
country_terminal_dependence,2023-11-01,2023-12-01,0.768861177334
country_terminal_dependence,2023-12-01,2024-01-01,0.861996719367
country_terminal_dependence,2024-01-01,2024-02-01,0.834040536178
country_terminal_dependence,2024-02-01,2024-03-01,0.845798707398
country_terminal_dependence,2024-03-01,2024-04-01,0.867385240539
country_terminal_dependence,2024-04-01,2024-05-01,0.781154794779
country_terminal_dependence,2024-05-01,2024-06-01,0.890099718306
country_terminal_dependence,2024-06-01,2024-07-01,0.800579120195
country_terminal_dependence,2024-07-01,2024-08-01,0.825026764091
country_terminal_dependence,2024-08-01,2024-09-01,0.7351941846
country_terminal_dependence,2024-09-01,2024-10-01,0.766559496785
country_terminal_dependence,2024-10-01,2024-11-01,0.700957856413
country_terminal_dependence,2024-11-01,2024-12-01,0.574231594145
import_pagerank,2020-01-01,2020-02-01,0.772331711136
import_pagerank,2020-02-01,2020-03-01,0.785395196603
import_pagerank,2020-03-01,2020-04-01,0.839640491958
import_pagerank,2020-04-01,2020-05-01,0.791190389516
import_pagerank,2020-05-01,2020-06-01,0.711002235009
import_pagerank,2020-06-01,2020-07-01,0.691545741325
import_pagerank,2020-07-01,2020-08-01,0.791262258617
import_pagerank,2020-08-01,2020-09-01,0.730047604448
import_pagerank,2020-09-01,2020-10-01,0.695914618144
import_pagerank,2020-10-01,2020-11-01,0.814727118534
import_pagerank,2020-11-01,2020-12-01,0.764253090556
import_pagerank,2020-12-01,2021-01-01,0.863022318219
import_pagerank,2021-01-01,2021-02-01,0.831841107881
import_pagerank,2021-02-01,2021-03-01,0.752195121951
import_pagerank,2021-03-01,2021-04-01,0.847564112997
import_pagerank,2021-04-01,2021-05-01,0.757830446457
import_pagerank,2021-05-01,2021-06-01,0.661918547444
import_pagerank,2021-06-01,2021-07-01,0.709329330463
import_pagerank,2021-07-01,2021-08-01,0.790090486754
import_pagerank,2021-08-01,2021-09-01,0.755434782609
import_pagerank,2021-09-01,2021-10-01,0.812460078225
import_pagerank,2021-10-01,2021-11-01,0.826199286136
import_pagerank,2021-11-01,2021-12-01,0.798557720919
import_pagerank,2021-12-01,2022-01-01,0.809439899308
import_pagerank,2022-01-01,2022-02-01,0.71645648791
import_pagerank,2022-02-01,2022-03-01,0.752609064836
import_pagerank,2022-03-01,2022-04-01,0.771740221501
import_pagerank,2022-04-01,2022-05-01,0.844369758663
import_pagerank,2022-05-01,2022-06-01,0.822225117528
import_pagerank,2022-06-01,2022-07-01,0.824649484983
import_pagerank,2022-07-01,2022-08-01,0.861779885253
import_pagerank,2022-08-01,2022-09-01,0.801708590413
import_pagerank,2022-09-01,2022-10-01,0.781636103525
import_pagerank,2022-10-01,2022-11-01,0.840549743472
import_pagerank,2022-11-01,2022-12-01,0.854144417079
import_pagerank,2022-12-01,2023-01-01,0.869241830714
import_pagerank,2023-01-01,2023-02-01,0.871191267205
import_pagerank,2023-02-01,2023-03-01,0.802967032967
import_pagerank,2023-03-01,2023-04-01,0.78263937897
import_pagerank,2023-04-01,2023-05-01,0.771874787078
import_pagerank,2023-05-01,2023-06-01,0.798912539632
import_pagerank,2023-06-01,2023-07-01,0.839268896718
import_pagerank,2023-07-01,2023-08-01,0.800927783711
import_pagerank,2023-08-01,2023-09-01,0.864053267105
import_pagerank,2023-09-01,2023-10-01,0.779128504049
import_pagerank,2023-10-01,2023-11-01,0.821264071502
import_pagerank,2023-11-01,2023-12-01,0.858585031901
import_pagerank,2023-12-01,2024-01-01,0.799922975042
import_pagerank,2024-01-01,2024-02-01,0.769746315166
import_pagerank,2024-02-01,2024-03-01,0.815381324864
import_pagerank,2024-03-01,2024-04-01,0.760616040129
import_pagerank,2024-04-01,2024-05-01,0.725841050704
import_pagerank,2024-05-01,2024-06-01,0.762984860915
import_pagerank,2024-06-01,2024-07-01,0.810091795054
import_pagerank,2024-07-01,2024-08-01,0.783470756688
import_pagerank,2024-08-01,2024-09-01,0.753828328858
import_pagerank,2024-09-01,2024-10-01,0.82394143566
import_pagerank,2024-10-01,2024-11-01,0.909184726522
import_pagerank,2024-11-01,2024-12-01,0.859053107754
export_pagerank,2020-01-01,2020-02-01,0.992904144376
export_pagerank,2020-02-01,2020-03-01,0.976448556358
export_pagerank,2020-03-01,2020-04-01,0.986444212722
export_pagerank,2020-04-01,2020-05-01,0.969106195523
export_pagerank,2020-05-01,2020-06-01,0.985502121641
export_pagerank,2020-06-01,2020-07-01,0.990421268693
export_pagerank,2020-07-01,2020-08-01,0.979726181489
export_pagerank,2020-08-01,2020-09-01,0.961012807984
export_pagerank,2020-09-01,2020-10-01,0.985022849876
export_pagerank,2020-10-01,2020-11-01,0.987438939288
export_pagerank,2020-11-01,2020-12-01,0.984406238476
export_pagerank,2020-12-01,2021-01-01,0.993925588459
export_pagerank,2021-01-01,2021-02-01,0.985188435482
export_pagerank,2021-02-01,2021-03-01,0.992912594876
export_pagerank,2021-03-01,2021-04-01,0.988752167111
export_pagerank,2021-04-01,2021-05-01,0.996445196784
export_pagerank,2021-05-01,2021-06-01,0.993727915194
export_pagerank,2021-06-01,2021-07-01,0.989197000191
export_pagerank,2021-07-01,2021-08-01,0.9892899643
export_pagerank,2021-08-01,2021-09-01,0.984826589595
export_pagerank,2021-09-01,2021-10-01,0.99400898652
export_pagerank,2021-10-01,2021-11-01,0.995263979334
export_pagerank,2021-11-01,2021-12-01,0.99264450077
export_pagerank,2021-12-01,2022-01-01,0.994338768116
export_pagerank,2022-01-01,2022-02-01,0.992485177546
export_pagerank,2022-02-01,2022-03-01,0.989329306337
export_pagerank,2022-03-01,2022-04-01,0.991704805492
export_pagerank,2022-04-01,2022-05-01,0.988466291363
export_pagerank,2022-05-01,2022-06-01,0.983047131896
export_pagerank,2022-06-01,2022-07-01,0.990710767065
export_pagerank,2022-07-01,2022-08-01,0.985335269739
export_pagerank,2022-08-01,2022-09-01,0.987843343409
export_pagerank,2022-09-01,2022-10-01,0.990804735822
export_pagerank,2022-10-01,2022-11-01,0.98942176725
export_pagerank,2022-11-01,2022-12-01,0.985011757002
export_pagerank,2022-12-01,2023-01-01,0.981914144968
export_pagerank,2023-01-01,2023-02-01,0.99283742936
export_pagerank,2023-02-01,2023-03-01,0.988045357096
export_pagerank,2023-03-01,2023-04-01,0.99099026627
export_pagerank,2023-04-01,2023-05-01,0.994663046277
export_pagerank,2023-05-01,2023-06-01,0.987002634133
export_pagerank,2023-06-01,2023-07-01,0.979678108869
export_pagerank,2023-07-01,2023-08-01,0.977873350141
export_pagerank,2023-08-01,2023-09-01,0.985827384815
export_pagerank,2023-09-01,2023-10-01,0.994991105702
export_pagerank,2023-10-01,2023-11-01,0.993635855859
export_pagerank,2023-11-01,2023-12-01,0.990608834679
export_pagerank,2023-12-01,2024-01-01,0.993003010333
export_pagerank,2024-01-01,2024-02-01,0.986983538004
export_pagerank,2024-02-01,2024-03-01,0.993865123292
export_pagerank,2024-03-01,2024-04-01,0.985096328608
export_pagerank,2024-04-01,2024-05-01,0.983337860636
export_pagerank,2024-05-01,2024-06-01,0.967030297426
export_pagerank,2024-06-01,2024-07-01,0.946310333049
export_pagerank,2024-07-01,2024-08-01,0.974682399747
export_pagerank,2024-08-01,2024-09-01,0.979913864553
export_pagerank,2024-09-01,2024-10-01,0.956299595257
export_pagerank,2024-10-01,2024-11-01,0.945769576958
export_pagerank,2024-11-01,2024-12-01,0.970402904391
role_specific_pagerank,2020-01-01,2020-02-01,0.579459222299
role_specific_pagerank,2020-02-01,2020-03-01,0.539353187145
role_specific_pagerank,2020-03-01,2020-04-01,0.659015403201
role_specific_pagerank,2020-04-01,2020-05-01,0.417280383641
role_specific_pagerank,2020-05-01,2020-06-01,0.437270497558
role_specific_pagerank,2020-06-01,2020-07-01,0.53459972863
role_specific_pagerank,2020-07-01,2020-08-01,0.533378160178
role_specific_pagerank,2020-08-01,2020-09-01,0.373964237071
role_specific_pagerank,2020-09-01,2020-10-01,0.364366073989
role_specific_pagerank,2020-10-01,2020-11-01,0.73869267315
role_specific_pagerank,2020-11-01,2020-12-01,0.594671272871
role_specific_pagerank,2020-12-01,2021-01-01,0.742098030694
role_specific_pagerank,2021-01-01,2021-02-01,0.618585511653
role_specific_pagerank,2021-02-01,2021-03-01,0.681728075966
role_specific_pagerank,2021-03-01,2021-04-01,0.599911081085
role_specific_pagerank,2021-04-01,2021-05-01,0.656706946474
role_specific_pagerank,2021-05-01,2021-06-01,0.569842005608
role_specific_pagerank,2021-06-01,2021-07-01,0.57995137206
role_specific_pagerank,2021-07-01,2021-08-01,0.649470899778
role_specific_pagerank,2021-08-01,2021-09-01,0.559178117708
role_specific_pagerank,2021-09-01,2021-10-01,0.723593272919
role_specific_pagerank,2021-10-01,2021-11-01,0.650094708155
role_specific_pagerank,2021-11-01,2021-12-01,0.578347434394
role_specific_pagerank,2021-12-01,2022-01-01,0.646266731172
role_specific_pagerank,2022-01-01,2022-02-01,0.496441891039
role_specific_pagerank,2022-02-01,2022-03-01,0.57083130803
role_specific_pagerank,2022-03-01,2022-04-01,0.566372828623
role_specific_pagerank,2022-04-01,2022-05-01,0.603288370805
role_specific_pagerank,2022-05-01,2022-06-01,0.532611433057
role_specific_pagerank,2022-06-01,2022-07-01,0.626591621008
role_specific_pagerank,2022-07-01,2022-08-01,0.597592606583
role_specific_pagerank,2022-08-01,2022-09-01,0.558974358974
role_specific_pagerank,2022-09-01,2022-10-01,0.538943281684
role_specific_pagerank,2022-10-01,2022-11-01,0.604216526399
role_specific_pagerank,2022-11-01,2022-12-01,0.601384003623
role_specific_pagerank,2022-12-01,2023-01-01,0.68005952381
role_specific_pagerank,2023-01-01,2023-02-01,0.783379120879
role_specific_pagerank,2023-02-01,2023-03-01,0.542710859618
role_specific_pagerank,2023-03-01,2023-04-01,0.587969924812
role_specific_pagerank,2023-04-01,2023-05-01,0.575340437175
role_specific_pagerank,2023-05-01,2023-06-01,0.554327205526
role_specific_pagerank,2023-06-01,2023-07-01,0.56095577449
role_specific_pagerank,2023-07-01,2023-08-01,0.548489119269
role_specific_pagerank,2023-08-01,2023-09-01,0.680989048156
role_specific_pagerank,2023-09-01,2023-10-01,0.632779778957
role_specific_pagerank,2023-10-01,2023-11-01,0.655124921714
role_specific_pagerank,2023-11-01,2023-12-01,0.650412989092
role_specific_pagerank,2023-12-01,2024-01-01,0.605704652116
role_specific_pagerank,2024-01-01,2024-02-01,0.462769000244
role_specific_pagerank,2024-02-01,2024-03-01,0.62627571696
role_specific_pagerank,2024-03-01,2024-04-01,0.499228613736
role_specific_pagerank,2024-04-01,2024-05-01,0.465738264727
role_specific_pagerank,2024-05-01,2024-06-01,0.275635012985
role_specific_pagerank,2024-06-01,2024-07-01,0.247298400653
role_specific_pagerank,2024-07-01,2024-08-01,0.368759298123
role_specific_pagerank,2024-08-01,2024-09-01,0.379867853908
role_specific_pagerank,2024-09-01,2024-10-01,0.329000494014
role_specific_pagerank,2024-10-01,2024-11-01,0.453086883093
role_specific_pagerank,2024-11-01,2024-12-01,0.53381251539
role_specific_dependence,2020-01-01,2020-02-01,0.776141613862
role_specific_dependence,2020-02-01,2020-03-01,0.763540692064
role_specific_dependence,2020-03-01,2020-04-01,0.769647871831
role_specific_dependence,2020-04-01,2020-05-01,0.810822712033
role_specific_dependence,2020-05-01,2020-06-01,0.792902818125
role_specific_dependence,2020-06-01,2020-07-01,0.820130379572
role_specific_dependence,2020-07-01,2020-08-01,0.68704294492
role_specific_dependence,2020-08-01,2020-09-01,0.749941905902
role_specific_dependence,2020-09-01,2020-10-01,0.758668128547
role_specific_dependence,2020-10-01,2020-11-01,0.872435541741
role_specific_dependence,2020-11-01,2020-12-01,0.808958784967
role_specific_dependence,2020-12-01,2021-01-01,0.751136331447
role_specific_dependence,2021-01-01,2021-02-01,0.714706159785
role_specific_dependence,2021-02-01,2021-03-01,0.851422370732
role_specific_dependence,2021-03-01,2021-04-01,0.796838913436
role_specific_dependence,2021-04-01,2021-05-01,0.846624596356
role_specific_dependence,2021-05-01,2021-06-01,0.850345166876
role_specific_dependence,2021-06-01,2021-07-01,0.85977550574
role_specific_dependence,2021-07-01,2021-08-01,0.868768811934
role_specific_dependence,2021-08-01,2021-09-01,0.813796478037
role_specific_dependence,2021-09-01,2021-10-01,0.889646636779
role_specific_dependence,2021-10-01,2021-11-01,0.875267646525
role_specific_dependence,2021-11-01,2021-12-01,0.859517026956
role_specific_dependence,2021-12-01,2022-01-01,0.805336913137
role_specific_dependence,2022-01-01,2022-02-01,0.804703624216
role_specific_dependence,2022-02-01,2022-03-01,0.851798752198
role_specific_dependence,2022-03-01,2022-04-01,0.712277214819
role_specific_dependence,2022-04-01,2022-05-01,0.859970674487
role_specific_dependence,2022-05-01,2022-06-01,0.83621083316
role_specific_dependence,2022-06-01,2022-07-01,0.858966232037
role_specific_dependence,2022-07-01,2022-08-01,0.769236177531
role_specific_dependence,2022-08-01,2022-09-01,0.724116270105
role_specific_dependence,2022-09-01,2022-10-01,0.712987250582
role_specific_dependence,2022-10-01,2022-11-01,0.681048125087
role_specific_dependence,2022-11-01,2022-12-01,0.809907809908
role_specific_dependence,2022-12-01,2023-01-01,0.815970956825
role_specific_dependence,2023-01-01,2023-02-01,0.7850522013
role_specific_dependence,2023-02-01,2023-03-01,0.700275730054
role_specific_dependence,2023-03-01,2023-04-01,0.774711975735
role_specific_dependence,2023-04-01,2023-05-01,0.778772784681
role_specific_dependence,2023-05-01,2023-06-01,0.833078363856
role_specific_dependence,2023-06-01,2023-07-01,0.787287072964
role_specific_dependence,2023-07-01,2023-08-01,0.727808227808
role_specific_dependence,2023-08-01,2023-09-01,0.668333056496
role_specific_dependence,2023-09-01,2023-10-01,0.753595009313
role_specific_dependence,2023-10-01,2023-11-01,0.820684478655
role_specific_dependence,2023-11-01,2023-12-01,0.703055156853
role_specific_dependence,2023-12-01,2024-01-01,0.808246942971
role_specific_dependence,2024-01-01,2024-02-01,0.72537326507
role_specific_dependence,2024-02-01,2024-03-01,0.803240841193
role_specific_dependence,2024-03-01,2024-04-01,0.771388029253
role_specific_dependence,2024-04-01,2024-05-01,0.741178614228
role_specific_dependence,2024-05-01,2024-06-01,0.635016793772
role_specific_dependence,2024-06-01,2024-07-01,0.625166543301
role_specific_dependence,2024-07-01,2024-08-01,0.674383027501
role_specific_dependence,2024-08-01,2024-09-01,0.626532493494
role_specific_dependence,2024-09-01,2024-10-01,0.503065755301
role_specific_dependence,2024-10-01,2024-11-01,0.53828531715
role_specific_dependence,2024-11-01,2024-12-01,0.445275919752
