country,period_month,outgoing_flow,outgoing_voyages,active_export_terminals,destination_countries,incoming_flow,incoming_voyages,active_import_terminals,origin_countries,throughput,voyage_count,export_share,country_role,active,year,month
Jamaica,2022-07-01,0,0,0,0,173673,1,1,1,173673,1,0,importer,1,2022,7
Japan,2022-07-01,0,0,0,0,3830564,23,7,5,3830564,23,0,importer,1,2022,7
Jordan,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Kuwait,2022-07-01,0,0,0,0,1271037,7,1,4,1271037,7,0,importer,1,2022,7
Lithuania,2022-07-01,0,0,0,0,314880,2,1,2,314880,2,0,importer,1,2022,7
Malaysia,2022-07-01,45000,1,1,1,0,0,0,0,45000,1,1,exporter,1,2022,7
Malta,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Mexico,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Mozambique,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Netherlands,2022-07-01,0,0,0,0,693000,4,1,2,693000,4,0,importer,1,2022,7
Nigeria,2022-07-01,1710152,11,1,6,0,0,0,0,1710152,11,1,exporter,1,2022,7
Norway,2022-07-01,756504,5,1,2,18000,1,1,1,774504,6,0.976759319513,exporter,1,2022,7
Oman,2022-07-01,677000,4,1,4,0,0,0,0,677000,4,1,exporter,1,2022,7
Pakistan,2022-07-01,0,0,0,0,732400,5,1,1,732400,5,0,importer,1,2022,7
Panama,2022-07-01,0,0,0,0,177000,1,1,1,177000,1,0,importer,1,2022,7
Peru,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Philippines,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Poland,2022-07-01,0,0,0,0,379943,2,1,2,379943,2,0,importer,1,2022,7
Portugal,2022-07-01,0,0,0,0,826700,5,1,4,826700,5,0,importer,1,2022,7
Qatar,2022-07-01,9853683,49,1,14,0,0,0,0,9853683,49,1,exporter,1,2022,7
Russia,2022-07-01,1910578,13,2,7,0,0,0,0,1910578,13,1,exporter,1,2022,7
South Korea,2022-07-01,0,0,0,0,2109561,11,5,6,2109561,11,0,importer,1,2022,7
Spain,2022-07-01,0,0,0,0,2852434,17,6,4,2852434,17,0,importer,1,2022,7
Sweden,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Taiwan,2022-07-01,0,0,0,0,1141002,7,2,3,1141002,7,0,importer,1,2022,7
Thailand,2022-07-01,0,0,0,0,389717,2,1,2,389717,2,0,importer,1,2022,7
Trinidad and Tobago,2022-07-01,677373,4,1,3,0,0,0,0,677373,4,1,exporter,1,2022,7
Turkmenistan,2022-07-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,7
Türkiye,2022-07-01,0,0,0,0,340000,2,2,1,340000,2,0,importer,1,2022,7
United Arab Emirates,2022-07-01,677980,5,1,2,354200,2,1,1,1032180,7,0.656842798737,bidirectional,1,2022,7
United Kingdom,2022-07-01,0,0,0,0,1442635,6,1,1,1442635,6,0,importer,1,2022,7
United States,2022-07-01,6280479,37,4,16,0,0,0,0,6280479,37,1,exporter,1,2022,7
Algeria,2022-08-01,1269758,10,2,6,0,0,0,0,1269758,10,1,exporter,1,2022,8
Argentina,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Australia,2022-08-01,4655767,29,4,6,0,0,0,0,4655767,29,1,exporter,1,2022,8
Bangladesh,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Belgium,2022-08-01,0,0,0,0,546726,4,1,2,546726,4,0,importer,1,2022,8
Brazil,2022-08-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2022,8
Cameroon,2022-08-01,155000,1,1,1,0,0,0,0,155000,1,1,exporter,1,2022,8
Canada,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Chile,2022-08-01,0,0,0,0,339158,2,1,1,339158,2,0,importer,1,2022,8
China,2022-08-01,0,0,0,0,2797700,14,8,5,2797700,14,0,importer,1,2022,8
Colombia,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Croatia,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Egypt,2022-08-01,339800,2,1,2,0,0,0,0,339800,2,1,exporter,1,2022,8
El Salvador,2022-08-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2022,8
Equatorial Guinea,2022-08-01,339158,2,1,1,0,0,0,0,339158,2,1,exporter,1,2022,8
Finland,2022-08-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2022,8
France,2022-08-01,0,0,0,0,2448286,15,3,6,2448286,15,0,importer,1,2022,8
Germany,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Gibraltar,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Greece,2022-08-01,0,0,0,0,325900,2,1,1,325900,2,0,importer,1,2022,8
Hong Kong,2022-08-01,0,0,0,0,173000,1,1,1,173000,1,0,importer,1,2022,8
India,2022-08-01,0,0,0,0,679363,4,2,2,679363,4,0,importer,1,2022,8
Indonesia,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Italy,2022-08-01,0,0,0,0,239500,2,2,2,239500,2,0,importer,1,2022,8
Jamaica,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Japan,2022-08-01,0,0,0,0,3695120,23,10,4,3695120,23,0,importer,1,2022,8
Jordan,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Kuwait,2022-08-01,0,0,0,0,1389725,9,1,4,1389725,9,0,importer,1,2022,8
Lithuania,2022-08-01,0,0,0,0,289967,2,1,1,289967,2,0,importer,1,2022,8
Malaysia,2022-08-01,165500,1,1,1,0,0,0,0,165500,1,1,exporter,1,2022,8
Malta,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Mexico,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Mozambique,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Netherlands,2022-08-01,0,0,0,0,1531012,9,2,4,1531012,9,0,importer,1,2022,8
Nigeria,2022-08-01,1517692,10,1,5,0,0,0,0,1517692,10,1,exporter,1,2022,8
Norway,2022-08-01,432579,3,1,2,0,0,0,0,432579,3,1,exporter,1,2022,8
Oman,2022-08-01,644000,4,1,4,0,0,0,0,644000,4,1,exporter,1,2022,8
Pakistan,2022-08-01,0,0,0,0,850589,6,1,2,850589,6,0,importer,1,2022,8
Panama,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Peru,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Philippines,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Poland,2022-08-01,0,0,0,0,601000,3,1,2,601000,3,0,importer,1,2022,8
Portugal,2022-08-01,0,0,0,0,650652,4,1,4,650652,4,0,importer,1,2022,8
Qatar,2022-08-01,8042196,41,1,11,0,0,0,0,8042196,41,1,exporter,1,2022,8
Russia,2022-08-01,1590902,12,2,6,0,0,0,0,1590902,12,1,exporter,1,2022,8
South Korea,2022-08-01,0,0,0,0,2645382,14,5,4,2645382,14,0,importer,1,2022,8
Spain,2022-08-01,0,0,0,0,2628384,16,5,6,2628384,16,0,importer,1,2022,8
Sweden,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Taiwan,2022-08-01,0,0,0,0,1431953,9,2,3,1431953,9,0,importer,1,2022,8
Thailand,2022-08-01,0,0,0,0,513200,3,1,2,513200,3,0,importer,1,2022,8
Trinidad and Tobago,2022-08-01,635820,4,1,4,0,0,0,0,635820,4,1,exporter,1,2022,8
Turkmenistan,2022-08-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,8
Türkiye,2022-08-01,0,0,0,0,510000,3,1,1,510000,3,0,importer,1,2022,8
United Arab Emirates,2022-08-01,546640,4,1,2,0,0,0,0,546640,4,1,exporter,1,2022,8
United Kingdom,2022-08-01,0,0,0,0,1854369,10,2,3,1854369,10,0,importer,1,2022,8
United States,2022-08-01,6314294,37,3,13,138120,1,1,1,6452414,38,0.978594057976,exporter,1,2022,8
Algeria,2022-09-01,784058,7,2,3,0,0,0,0,784058,7,1,exporter,1,2022,9
Argentina,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Australia,2022-09-01,4058550,25,5,4,0,0,0,0,4058550,25,1,exporter,1,2022,9
Bangladesh,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Belgium,2022-09-01,0,0,0,0,1500347,9,1,3,1500347,9,0,importer,1,2022,9
Brazil,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Cameroon,2022-09-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,9
Canada,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Chile,2022-09-01,0,0,0,0,325772,2,2,2,325772,2,0,importer,1,2022,9
China,2022-09-01,0,0,0,0,3106087,19,12,5,3106087,19,0,importer,1,2022,9
Colombia,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Croatia,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Egypt,2022-09-01,514000,3,1,3,0,0,0,0,514000,3,1,exporter,1,2022,9
El Salvador,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Equatorial Guinea,2022-09-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,9
Finland,2022-09-01,0,0,0,0,40969,2,2,1,40969,2,0,importer,1,2022,9
France,2022-09-01,0,0,0,0,2343028,15,3,6,2343028,15,0,importer,1,2022,9
Germany,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Gibraltar,2022-09-01,0,0,0,0,159274,1,1,1,159274,1,0,importer,1,2022,9
Greece,2022-09-01,0,0,0,0,75500,1,1,1,75500,1,0,importer,1,2022,9
Hong Kong,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
India,2022-09-01,0,0,0,0,649463,4,3,2,649463,4,0,importer,1,2022,9
Indonesia,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Italy,2022-09-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2022,9
Jamaica,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Japan,2022-09-01,0,0,0,0,1839887,12,6,4,1839887,12,0,importer,1,2022,9
Jordan,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Kuwait,2022-09-01,0,0,0,0,578114,3,1,2,578114,3,0,importer,1,2022,9
Lithuania,2022-09-01,0,0,0,0,316759,2,1,1,316759,2,0,importer,1,2022,9
Malaysia,2022-09-01,250000,3,1,2,0,0,0,0,250000,3,1,exporter,1,2022,9
Malta,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Mexico,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Mozambique,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Netherlands,2022-09-01,0,0,0,0,1784091,11,1,5,1784091,11,0,importer,1,2022,9
Nigeria,2022-09-01,1243392,8,1,4,0,0,0,0,1243392,8,1,exporter,1,2022,9
Norway,2022-09-01,1051279,7,1,5,0,0,0,0,1051279,7,1,exporter,1,2022,9
Oman,2022-09-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,9
Pakistan,2022-09-01,0,0,0,0,652826,4,1,2,652826,4,0,importer,1,2022,9
Panama,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Peru,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Philippines,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Poland,2022-09-01,0,0,0,0,780600,4,1,2,780600,4,0,importer,1,2022,9
Portugal,2022-09-01,0,0,0,0,465600,3,1,2,465600,3,0,importer,1,2022,9
Qatar,2022-09-01,5758929,29,1,10,0,0,0,0,5758929,29,1,exporter,1,2022,9
Russia,2022-09-01,1735266,13,2,6,0,0,0,0,1735266,13,1,exporter,1,2022,9
South Korea,2022-09-01,0,0,0,0,3310712,18,5,7,3310712,18,0,importer,1,2022,9
Spain,2022-09-01,0,0,0,0,1787293,11,5,4,1787293,11,0,importer,1,2022,9
Sweden,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Taiwan,2022-09-01,0,0,0,0,1247359,8,2,3,1247359,8,0,importer,1,2022,9
Thailand,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Trinidad and Tobago,2022-09-01,659000,4,1,4,0,0,0,0,659000,4,1,exporter,1,2022,9
Turkmenistan,2022-09-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,9
Türkiye,2022-09-01,0,0,0,0,826781,5,3,4,826781,5,0,importer,1,2022,9
United Arab Emirates,2022-09-01,714800,5,1,4,0,0,0,0,714800,5,1,exporter,1,2022,9
United Kingdom,2022-09-01,0,0,0,0,1767674,10,2,4,1767674,10,0,importer,1,2022,9
United States,2022-09-01,6440862,38,4,14,0,0,0,0,6440862,38,1,exporter,1,2022,9
Algeria,2022-10-01,1450758,11,2,7,0,0,0,0,1450758,11,1,exporter,1,2022,10
Argentina,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Australia,2022-10-01,3572215,23,4,7,0,0,0,0,3572215,23,1,exporter,1,2022,10
Bangladesh,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Belgium,2022-10-01,0,0,0,0,2251100,12,1,4,2251100,12,0,importer,1,2022,10
Brazil,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Cameroon,2022-10-01,170000,1,1,1,0,0,0,0,170000,1,1,exporter,1,2022,10
Canada,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Chile,2022-10-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2022,10
China,2022-10-01,0,0,0,0,4109557,23,11,7,4109557,23,0,importer,1,2022,10
Colombia,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Croatia,2022-10-01,0,0,0,0,283700,2,1,1,283700,2,0,importer,1,2022,10
Egypt,2022-10-01,507800,3,1,2,0,0,0,0,507800,3,1,exporter,1,2022,10
El Salvador,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Equatorial Guinea,2022-10-01,324000,2,1,2,0,0,0,0,324000,2,1,exporter,1,2022,10
Finland,2022-10-01,0,0,0,0,40969,2,1,1,40969,2,0,importer,1,2022,10
France,2022-10-01,0,0,0,0,2864202,18,3,5,2864202,18,0,importer,1,2022,10
Germany,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Gibraltar,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Greece,2022-10-01,0,0,0,0,147208,1,1,1,147208,1,0,importer,1,2022,10
Hong Kong,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
India,2022-10-01,0,0,0,0,1367200,8,4,6,1367200,8,0,importer,1,2022,10
Indonesia,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Italy,2022-10-01,0,0,0,0,75500,1,1,1,75500,1,0,importer,1,2022,10
Jamaica,2022-10-01,0,0,0,0,167062,1,1,1,167062,1,0,importer,1,2022,10
Japan,2022-10-01,0,0,0,0,3566167,23,8,8,3566167,23,0,importer,1,2022,10
Jordan,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Kuwait,2022-10-01,0,0,0,0,676000,4,1,4,676000,4,0,importer,1,2022,10
Lithuania,2022-10-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2022,10
Malaysia,2022-10-01,90000,2,1,1,0,0,0,0,90000,2,1,exporter,1,2022,10
Malta,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Mexico,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Mozambique,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Netherlands,2022-10-01,0,0,0,0,1640610,10,2,6,1640610,10,0,importer,1,2022,10
Nigeria,2022-10-01,1705452,11,1,8,0,0,0,0,1705452,11,1,exporter,1,2022,10
Norway,2022-10-01,780432,5,1,4,22969,1,1,1,803401,6,0.971410291996,exporter,1,2022,10
Oman,2022-10-01,311680,2,1,2,0,0,0,0,311680,2,1,exporter,1,2022,10
Pakistan,2022-10-01,0,0,0,0,703177,4,1,1,703177,4,0,importer,1,2022,10
Panama,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Peru,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Philippines,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Poland,2022-10-01,0,0,0,0,376000,2,1,2,376000,2,0,importer,1,2022,10
Portugal,2022-10-01,0,0,0,0,460300,3,1,2,460300,3,0,importer,1,2022,10
Qatar,2022-10-01,7955762,39,1,15,0,0,0,0,7955762,39,1,exporter,1,2022,10
Russia,2022-10-01,3344740,23,3,8,0,0,0,0,3344740,23,1,exporter,1,2022,10
South Korea,2022-10-01,0,0,0,0,2200654,12,4,5,2200654,12,0,importer,1,2022,10
Spain,2022-10-01,0,0,0,0,2101689,13,6,5,2101689,13,0,importer,1,2022,10
Sweden,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Taiwan,2022-10-01,0,0,0,0,1229921,8,2,4,1229921,8,0,importer,1,2022,10
Thailand,2022-10-01,0,0,0,0,290600,2,1,1,290600,2,0,importer,1,2022,10
Trinidad and Tobago,2022-10-01,167062,1,1,1,0,0,0,0,167062,1,1,exporter,1,2022,10
Turkmenistan,2022-10-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,10
Türkiye,2022-10-01,0,0,0,0,812058,5,3,4,812058,5,0,importer,1,2022,10
United Arab Emirates,2022-10-01,546200,4,1,4,145700,1,1,1,691900,5,0.789420436479,bidirectional,1,2022,10
United Kingdom,2022-10-01,0,0,0,0,2526235,13,2,4,2526235,13,0,importer,1,2022,10
United States,2022-10-01,7452477,44,4,15,0,0,0,0,7452477,44,1,exporter,1,2022,10
Algeria,2022-11-01,1580174,12,2,5,0,0,0,0,1580174,12,1,exporter,1,2022,11
Argentina,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Australia,2022-11-01,3202266,20,4,4,0,0,0,0,3202266,20,1,exporter,1,2022,11
Bangladesh,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Belgium,2022-11-01,0,0,0,0,2110559,12,1,3,2110559,12,0,importer,1,2022,11
Brazil,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Cameroon,2022-11-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,11
Canada,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Chile,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
China,2022-11-01,0,0,0,0,3314555,18,9,5,3314555,18,0,importer,1,2022,11
Colombia,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Croatia,2022-11-01,0,0,0,0,361902,2,1,1,361902,2,0,importer,1,2022,11
Egypt,2022-11-01,667600,4,1,3,0,0,0,0,667600,4,1,exporter,1,2022,11
El Salvador,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Equatorial Guinea,2022-11-01,324948,2,1,2,0,0,0,0,324948,2,1,exporter,1,2022,11
Finland,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
France,2022-11-01,0,0,0,0,3418097,22,3,5,3418097,22,0,importer,1,2022,11
Germany,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Gibraltar,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Greece,2022-11-01,0,0,0,0,160000,1,1,1,160000,1,0,importer,1,2022,11
Hong Kong,2022-11-01,0,0,0,0,167000,1,1,1,167000,1,0,importer,1,2022,11
India,2022-11-01,0,0,0,0,501200,3,2,3,501200,3,0,importer,1,2022,11
Indonesia,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Italy,2022-11-01,0,0,0,0,250500,2,2,2,250500,2,0,importer,1,2022,11
Jamaica,2022-11-01,0,0,0,0,348000,2,1,2,348000,2,0,importer,1,2022,11
Japan,2022-11-01,0,0,0,0,3288483,20,10,6,3288483,20,0,importer,1,2022,11
Jordan,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Kuwait,2022-11-01,0,0,0,0,354883,2,1,1,354883,2,0,importer,1,2022,11
Lithuania,2022-11-01,0,0,0,0,464640,3,1,1,464640,3,0,importer,1,2022,11
Malaysia,2022-11-01,45000,1,1,1,0,0,0,0,45000,1,1,exporter,1,2022,11
Malta,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Mexico,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Mozambique,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Netherlands,2022-11-01,0,0,0,0,1181017,7,1,6,1181017,7,0,importer,1,2022,11
Nigeria,2022-11-01,1395514,9,1,6,0,0,0,0,1395514,9,1,exporter,1,2022,11
Norway,2022-11-01,1044427,7,1,4,18000,1,1,1,1062427,8,0.983057659491,exporter,1,2022,11
Oman,2022-11-01,174000,1,1,1,0,0,0,0,174000,1,1,exporter,1,2022,11
Pakistan,2022-11-01,0,0,0,0,975295,6,1,1,975295,6,0,importer,1,2022,11
Panama,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Peru,2022-11-01,172000,1,1,1,0,0,0,0,172000,1,1,exporter,1,2022,11
Philippines,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Poland,2022-11-01,0,0,0,0,426100,2,1,1,426100,2,0,importer,1,2022,11
Portugal,2022-11-01,0,0,0,0,504700,3,1,3,504700,3,0,importer,1,2022,11
Qatar,2022-11-01,8770465,45,1,13,0,0,0,0,8770465,45,1,exporter,1,2022,11
Russia,2022-11-01,3381280,21,3,8,0,0,0,0,3381280,21,1,exporter,1,2022,11
South Korea,2022-11-01,0,0,0,0,2249900,12,5,3,2249900,12,0,importer,1,2022,11
Spain,2022-11-01,0,0,0,0,2279014,14,6,6,2279014,14,0,importer,1,2022,11
Sweden,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Taiwan,2022-11-01,0,0,0,0,1192516,8,2,5,1192516,8,0,importer,1,2022,11
Thailand,2022-11-01,0,0,0,0,383220,2,1,2,383220,2,0,importer,1,2022,11
Trinidad and Tobago,2022-11-01,1025700,6,1,6,0,0,0,0,1025700,6,1,exporter,1,2022,11
Turkmenistan,2022-11-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,11
Türkiye,2022-11-01,0,0,0,0,1467916,9,2,4,1467916,9,0,importer,1,2022,11
United Arab Emirates,2022-11-01,270000,2,1,2,0,0,0,0,270000,2,1,exporter,1,2022,11
United Kingdom,2022-11-01,0,0,0,0,3282756,18,2,5,3282756,18,0,importer,1,2022,11
United States,2022-11-01,6472879,38,4,11,0,0,0,0,6472879,38,1,exporter,1,2022,11
Algeria,2022-12-01,1739116,14,2,3,0,0,0,0,1739116,14,1,exporter,1,2022,12
Argentina,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Australia,2022-12-01,3668571,23,4,4,0,0,0,0,3668571,23,1,exporter,1,2022,12
Bangladesh,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Belgium,2022-12-01,0,0,0,0,1999393,11,1,3,1999393,11,0,importer,1,2022,12
Brazil,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Cameroon,2022-12-01,320000,2,1,1,0,0,0,0,320000,2,1,exporter,1,2022,12
Canada,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Chile,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
China,2022-12-01,0,0,0,0,4413731,23,9,7,4413731,23,0,importer,1,2022,12
Colombia,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Croatia,2022-12-01,0,0,0,0,570922,3,1,1,570922,3,0,importer,1,2022,12
Egypt,2022-12-01,1050000,6,2,5,0,0,0,0,1050000,6,1,exporter,1,2022,12
El Salvador,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Equatorial Guinea,2022-12-01,149700,1,1,1,0,0,0,0,149700,1,1,exporter,1,2022,12
Finland,2022-12-01,0,0,0,0,36000,2,1,1,36000,2,0,importer,1,2022,12
France,2022-12-01,0,0,0,0,3726989,25,3,5,3726989,25,0,importer,1,2022,12
Germany,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Gibraltar,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Greece,2022-12-01,0,0,0,0,397708,3,1,3,397708,3,0,importer,1,2022,12
Hong Kong,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
India,2022-12-01,0,0,0,0,520500,3,3,3,520500,3,0,importer,1,2022,12
Indonesia,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Italy,2022-12-01,0,0,0,0,348000,2,1,2,348000,2,0,importer,1,2022,12
Jamaica,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Japan,2022-12-01,0,0,0,0,2231685,14,7,5,2231685,14,0,importer,1,2022,12
Jordan,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Kuwait,2022-12-01,0,0,0,0,361200,2,1,1,361200,2,0,importer,1,2022,12
Lithuania,2022-12-01,0,0,0,0,617639,4,1,2,617639,4,0,importer,1,2022,12
Malaysia,2022-12-01,173000,1,1,1,0,0,0,0,173000,1,1,exporter,1,2022,12
Malta,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Mexico,2022-12-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2022,12
Mozambique,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Netherlands,2022-12-01,0,0,0,0,1205700,7,2,3,1205700,7,0,importer,1,2022,12
Nigeria,2022-12-01,1089852,7,1,4,0,0,0,0,1089852,7,1,exporter,1,2022,12
Norway,2022-12-01,752055,5,1,3,0,0,0,0,752055,5,1,exporter,1,2022,12
Oman,2022-12-01,660278,4,1,3,0,0,0,0,660278,4,1,exporter,1,2022,12
Pakistan,2022-12-01,0,0,0,0,791554,5,1,2,791554,5,0,importer,1,2022,12
Panama,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Peru,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Philippines,2022-12-01,0,0,0,0,0,0,0,0,0,0,,inactive,0,2022,12
Poland,2022-12-01,0,0,0,0,542100,3,1,2,542100,3,0,importer,1,2022,12
Portugal,2022-12-01,0,0,0,0,174000,1,1,1,174000,1,0,importer,1,2022,12
